4.650011457513861387e+03 2.315383981326252449e+00 4.204519378192776886e-03
4.650400850220804386e+03 2.285093662229833456e+00 3.650144843652932368e-03
4.650920362007567746e+03 2.256859933863892831e+00 3.533933562608748604e-03
4.651439655789466997e+03 2.286997803598052936e+00 3.368652498864564433e-03
4.651959563604796131e+03 2.325973945261901044e+00 4.085484771843798414e-03
4.652219397619541269e+03 2.221910991912740219e+00 3.800284555332733485e-03
4.652739207323670598e+03 2.250730061961338180e+00 3.661073331270168780e-03
4.653129136275139899e+03 2.308868466056110513e+00 3.820241687464081583e-03
4.653389212195002074e+03 2.191097996932978020e+00 3.760180822368183219e-03
4.653909291972373467e+03 2.237138271621575747e+00 3.792759933212912476e-03
4.654169059054329409e+03 2.271124806852262257e+00 3.956566851849186578e-03
4.654559358178972616e+03 2.274702916661430319e+00 3.411227485838128157e-03
4.654949814994836743e+03 2.341188628245813863e+00 3.876019097684440477e-03
4.655209856340895385e+03 2.177539438251141046e+00 3.827252511889091616e-03
4.655470532605935659e+03 2.326253532849681172e+00 3.923114567594318883e-03
4.655860639725312467e+03 2.244668501253270776e+00 3.744322131088580977e-03
4.656121222692744595e+03 2.264702015204627550e+00 4.069260419489356337e-03
4.656381379460719472e+03 2.192231448866946319e+00 3.563415518016720129e-03
4.656771936221929536e+03 2.321732093769490302e+00 3.835532701872633368e-03
4.657032416929192550e+03 2.201673823685912357e+00 3.616569396330206968e-03
4.657292759822826156e+03 2.298707974128403553e+00 4.020018496942470015e-03
4.657683476362520196e+03 2.308771881083222954e+00 3.555064313690204595e-03
4.657944150665349298e+03 2.306922859397292136e+00 4.295385953599724013e-03
4.658204713746415109e+03 2.324140732011072075e+00 3.438316461008201520e-03
4.658465011437861904e+03 2.244748015729564283e+00 4.787447927387612247e-03
4.658725880821109058e+03 2.291030606077656628e+00 3.875037320557420898e-03
4.658986306035901180e+03 2.312423761330086869e+00 3.774119389709001005e-03
4.659247393506831031e+03 2.291721948882437410e+00 4.082594557340234014e-03
4.659507885814523434e+03 2.276841791218832789e+00 3.390898749125985899e-03
4.659637864265754615e+03 2.226269573374208388e+00 3.923823699134573913e-03
4.659899140961647390e+03 2.313072765245212548e+00 3.736231234615149804e-03
4.660159438069451426e+03 2.243614511940935419e+00 3.931583623865381877e-03
4.660420786818192937e+03 2.319401512001472376e+00 4.242387070631246752e-03
4.660681335467233112e+03 2.247980332101164436e+00 3.488538203813800701e-03
4.660811735673524709e+03 2.276307796137047035e+00 3.543188741288699761e-03
4.661072636889722162e+03 2.271786548217843649e+00 4.074618358785100057e-03
4.661333589585648951e+03 2.273645679541314024e+00 3.541169484116086022e-03
4.661463989695797864e+03 2.255030743742302946e+00 4.021740713149173606e-03
4.661724915484936901e+03 2.292080098992914206e+00 3.977290737438248999e-03
4.661855479588882190e+03 2.233800339713040817e+00 3.653631280553820259e-03
4.662116273408036250e+03 2.332443469141237458e+00 3.735915007918678976e-03
4.662246910160831249e+03 2.253599974201765832e+00 4.123559382007572875e-03
4.662508244994179222e+03 2.278531578483554032e+00 3.768012995413793764e-03
4.662638505971606719e+03 2.287944012430612961e+00 3.470216361623500601e-03
4.662899914291994719e+03 2.294784795346239026e+00 4.100398379947622733e-03
4.663160742046681662e+03 2.236644851067285611e+00 3.394366541028519084e-03
4.663291318677675918e+03 2.246661187855658603e+00 4.096168659207375176e-03
4.663552517426379382e+03 2.303168985408180269e+00 3.707152320456948320e-03
4.663682889950813660e+03 2.276820604387074454e+00 3.773107192887418648e-03
4.663813569771075890e+03 2.203374378082258112e+00 3.711904046123446453e-03
4.664074727211742356e+03 2.306193734840389364e+00 4.027990931694591659e-03
4.664205605307854057e+03 2.287354323169812353e+00 4.035454105323792173e-03
4.664336126300454453e+03 2.215873327719917629e+00 3.688974144950404356e-03
4.664597438998845064e+03 2.323020390571794547e+00 4.028888731792248760e-03
4.664727809754200280e+03 2.295043269584052581e+00 4.074896982536810319e-03
4.664989423241330769e+03 2.216529718423802198e+00 3.541816089726083049e-03
4.665120065464719119e+03 2.321350833661055990e+00 3.419164861129783510e-03
4.665250561222032047e+03 2.355124571447041237e+00 3.746803252759201962e-03
4.665381067138932849e+03 2.183614903280170605e+00 4.310220971006323981e-03
4.665642862344066089e+03 2.313902896807454646e+00 3.467937535490296132e-03
4.665773082257070200e+03 2.312788429252985001e+00 3.605615352871926506e-03
4.665903844703480900e+03 2.206737647211902242e+00 4.265521037068455493e-03
4.666165818055822456e+03 2.260685306618756218e+00 3.291576006531583051e-03
4.666296058694959356e+03 2.279268845186769088e+00 3.551665180382080657e-03
4.666426929635255874e+03 2.198677453407688276e+00 4.199919180666113888e-03
4.666557944401514760e+03 2.256608795554351676e+00 3.955141968592263378e-03
4.666688466784634329e+03 2.285181878638652186e+00 3.498750026682799323e-03
4.666950011242745859e+03 2.184023198603625371e+00 4.241695690884722016e-03
4.667080917753584799e+03 2.246172730379424110e+00 4.298870336629602440e-03
4.667211677345149837e+03 2.296259977939309582e+00 4.064587465682094163e-03
4.667342377125144594e+03 2.254714373577894726e+00 3.461873395589595663e-03
4.667473252716830757e+03 2.234747025949980870e+00 3.176832115570437428e-03
4.667865969029459848e+03 2.232697347526321874e+00 4.139556041780336967e-03
4.667996549389913525e+03 2.264922455837787840e+00 3.556782611984593296e-03
4.668127341991754292e+03 2.242258165927464297e+00 3.492941518517891225e-03
4.668258129800266033e+03 2.266955827428236869e+00 3.727828163393929334e-03
4.668388932767582446e+03 2.255875616981175558e+00 3.818209678864684445e-03
4.668519899798814549e+03 2.234788366009319738e+00 3.799704319595855525e-03
4.668650630967400502e+03 2.173295689279600484e+00 3.539051708672937262e-03
4.668781710298228973e+03 2.185830621478582092e+00 3.520942187806814800e-03
4.669043561307001255e+03 2.232362366020895106e+00 3.771833610517727996e-03
4.669174428356675890e+03 2.243936258051867139e+00 3.550620087054989511e-03
4.669305108629694587e+03 2.212941401776168604e+00 3.465905629262015786e-03
4.669436154049579272e+03 2.208189789205400100e+00 3.680699375201470537e-03
4.669566968147797525e+03 2.266311715367971935e+00 4.000538054326603643e-03
4.669697983693969945e+03 2.242258723930113717e+00 3.973725625616518660e-03
4.669829062097298447e+03 2.255132083656062658e+00 3.647922936261309423e-03
4.669959710356693904e+03 2.255734039349220232e+00 3.363840293671544867e-03
4.670090618565531258e+03 2.241574128220802820e+00 3.717818657470688039e-03
4.670221588441805579e+03 2.234811365876464340e+00 4.214569915844934220e-03
4.670352828246839636e+03 2.250868771049380879e+00 3.840953900664452123e-03
4.670483643873817527e+03 2.267689811827175994e+00 3.381611117241781900e-03
4.670614453456209048e+03 2.227247780766801633e+00 3.412561305562369397e-03
4.670745523947984111e+03 2.241791406917653884e+00 3.840493633387723291e-03
4.670876477596487348e+03 2.249431606109788984e+00 3.937410418897008789e-03
4.671007654299802198e+03 2.227226409373667781e+00 3.572836553692630614e-03
4.671138531716478610e+03 2.253883408158311674e+00 3.240709814571920370e-03
4.671269529321984010e+03 2.222344236363714032e+00 3.357359974765752788e-03
4.671400498798161607e+03 2.221551515054936310e+00 3.955894806582005777e-03
4.671531689382302829e+03 2.233901140095646554e+00 3.970653786038239041e-03
4.671662805656585078e+03 2.236388708823913607e+00 3.448041044722972934e-03
4.671793490459172972e+03 2.198983692897281017e+00 3.428111994298714289e-03
4.671924709785000232e+03 2.147411394401039786e+00 3.624232366151920650e-03
4.672055830089760093e+03 2.221261009782270701e+00 3.697249598376316920e-03
4.672186858336855948e+03 2.210528041728294202e+00 3.560515203936864131e-03
4.672318010846882316e+03 2.166202985652775581e+00 3.512356321869532661e-03
4.672448895742028071e+03 2.168487296917255946e+00 3.564880917138027721e-03
4.672579931598947951e+03 2.207292993959213856e+00 3.749273007532176287e-03
4.672710967103524126e+03 2.228757508818214106e+00 4.018961095584768980e-03
4.672842382441471273e+03 2.209185103159151620e+00 3.778780373886602047e-03
4.672973515681491335e+03 2.225757217756469064e+00 3.241898850318517423e-03
4.673104260499233533e+03 2.223719116280947983e+00 3.211890941938476667e-03
4.673235418549951646e+03 2.156156993519334542e+00 3.876473040188768617e-03
4.673498039698582033e+03 2.166634222153033473e+00 3.621895985260707631e-03
4.673628971278690187e+03 2.220650822411406100e+00 3.187590237029970432e-03
4.673759863145514828e+03 2.203055996900165070e+00 3.347084934515178519e-03
4.673891412719150139e+03 2.191914263984726663e+00 3.717672542547554183e-03
4.674022556837176126e+03 2.231895708586880023e+00 3.490470197691384821e-03
4.674153710817095089e+03 2.192237258835830982e+00 3.147895710464155335e-03
4.674284689617124968e+03 2.151110231406703210e+00 3.427913637922458661e-03
4.674415909020246545e+03 2.164329577208475630e+00 3.789449260979285781e-03
4.674547366667197821e+03 2.263057303008587429e+00 3.728700638571129291e-03
4.674678396940565108e+03 2.248052020963735131e+00 3.614134282608823245e-03
4.674809625473250890e+03 2.144392645468915504e+00 3.512582883909864343e-03
4.674940749985061302e+03 2.146786332562653055e+00 3.521493989749317332e-03
4.675072007944288998e+03 2.189048354688304610e+00 3.595336273405868883e-03
4.675203182197013120e+03 2.238848237401607211e+00 3.677140212344499372e-03
4.675334652493365866e+03 2.197026870801166876e+00 3.353908900032128750e-03
4.675465834902306597e+03 2.172250131830008257e+00 3.248879892794705009e-03
4.675596928299809406e+03 2.181679129328172095e+00 3.517869761207151856e-03
4.675728416984753494e+03 2.210227749374412909e+00 3.596529674203034332e-03
4.675859574788952159e+03 2.227918372787812018e+00 3.514820484153123072e-03
4.675990821004070312e+03 2.165550535408019339e+00 3.475615925792040727e-03
4.676122234113448030e+03 2.173694130257634693e+00 3.429430624170141158e-03
4.676253272514294622e+03 2.211174597535701114e+00 3.459268485839131664e-03
4.676384595689671187e+03 2.189259972836962387e+00 3.875529505610124902e-03
4.676516070308950475e+03 2.183890956296273611e+00 3.961089035407340357e-03
4.676647638430494226e+03 2.204678543309974703e+00 3.243509688672976173e-03
4.676778487639890955e+03 2.200342257447186256e+00 3.165023731721620243e-03
4.676909718451805020e+03 2.143958644701255079e+00 3.872243178974171026e-03
4.677041645836783573e+03 2.185940427623975335e+00 3.932572369098316645e-03
4.677172750080281730e+03 2.234507958955753715e+00 3.237123561072724909e-03
4.677304019238476030e+03 2.220253150566325662e+00 3.111437181238314604e-03
4.677435268307856859e+03 2.123598194888566049e+00 3.611583196975296124e-03
4.677566827553445364e+03 2.148549013429116528e+00 3.888231706107619663e-03
4.677698165983024410e+03 2.237940814445440907e+00 3.734153110139961859e-03
4.677829536588566043e+03 2.173775228451038544e+00 3.425663129453332834e-03
4.677961043195803541e+03 2.179324787657676232e+00 3.192421499480257042e-03
4.678092192691468881e+03 2.176682108454557785e+00 3.257790408619479824e-03
4.678223733739479940e+03 2.172871676706007893e+00 3.615468571022772623e-03
4.678355268784413056e+03 2.202780569285137879e+00 3.652085550534445082e-03
4.678486740268172071e+03 2.152932292064620778e+00 3.386046456389567392e-03
4.678618024091138068e+03 2.163088929619853662e+00 3.245455423764174313e-03
4.678749193117323557e+03 2.176972196382456204e+00 3.376871632764932071e-03
4.678880684438228855e+03 2.215908324421522302e+00 3.736693777217858347e-03
4.679012292984195483e+03 2.170272880113746528e+00 3.891026576599401592e-03
4.679143983924355780e+03 2.166821473457521741e+00 3.487319366158603447e-03
4.679275118270117673e+03 2.178725322802183673e+00 3.260876399953510207e-03
4.679406589931926646e+03 2.148549370931539304e+00 3.621802297516082438e-03
4.679538113696426990e+03 2.200418937801470687e+00 3.788491709832355822e-03
4.679669800380890592e+03 2.186459034021208225e+00 3.401095048266215490e-03
4.679801124756433637e+03 2.167761008545012302e+00 3.248828078025640248e-03
4.679932582057088439e+03 2.124260909371039396e+00 3.428440852609720719e-03
4.680064237718525874e+03 2.194047846960966108e+00 3.555965688442391543e-03
4.680195563476256211e+03 2.185405715360754453e+00 3.712464122146561050e-03
4.680327255209755094e+03 2.121755832908022388e+00 3.541252718304933270e-03
4.680458706125689787e+03 2.175022774902753309e+00 3.151671228429379131e-03
4.680590011296827470e+03 2.177971408651430352e+00 3.163901079040671790e-03
4.680721570906980560e+03 2.166375186431595434e+00 3.796371716129124958e-03
4.680853465776055600e+03 2.135024747006353696e+00 3.792653505841240419e-03
4.680985065578665854e+03 2.200478102811096015e+00 3.228972610750542680e-03
4.681116220659789178e+03 2.130957949649291194e+00 3.280151726214891421e-03
4.681248101116445469e+03 2.113543776192889911e+00 3.692685742508528424e-03
4.681379651049598579e+03 2.198417700816429843e+00 3.705621624399803218e-03
4.681511207973019737e+03 2.184392090099187556e+00 3.491942476792635371e-03
4.681642782216773412e+03 2.137739900595160059e+00 3.444014921121913136e-03
4.681774319442281012e+03 2.096646903480354762e+00 3.476816444966659200e-03
4.681906008822693366e+03 2.179564083215363990e+00 3.495275612210456320e-03
4.682037740020123238e+03 2.213896901105042225e+00 3.431226545199080220e-03
4.682169347997525620e+03 2.159627365883616701e+00 3.422569916566381692e-03
4.682300906679764921e+03 2.146933316799529479e+00 3.304531127182353499e-03
4.682432424195580097e+03 2.134972616173229643e+00 3.373946232521595791e-03
4.682564002226071352e+03 2.148909572375556021e+00 3.664436919309049540e-03
4.682695933719701316e+03 2.164165259080442105e+00 3.503250885224087896e-03
4.682827514721813714e+03 2.198675000310645444e+00 3.028558159039583357e-03
4.682959043767478761e+03 2.135934055512199059e+00 3.053363248970008582e-03
4.683090706465137373e+03 2.101125515349635542e+00 3.651213862123582968e-03
4.683222550643313298e+03 2.156516135392948286e+00 3.785822858950731173e-03
4.683354367584370266e+03 2.214648723340273850e+00 3.305710547799120633e-03
4.683485759190783028e+03 2.158231750508143421e+00 3.161968789649965885e-03
4.683617650045035589e+03 2.116067120205194385e+00 3.314432507038371761e-03
4.683749247493986331e+03 2.151626048968816818e+00 3.521571647265909089e-03
4.683881032729430444e+03 2.178912423424011369e+00 3.720051841384776348e-03
4.684012860859429566e+03 2.145522615830576907e+00 3.680198229462828922e-03
4.684144578736633775e+03 2.129631311014729800e+00 3.148890534669636365e-03
4.684276118079489606e+03 2.175679000595429180e+00 3.091967652871804948e-03
4.684407769539421679e+03 2.128317052766450779e+00 3.531964324481328809e-03
4.684539897135176943e+03 2.169010503231469045e+00 3.680803746396812265e-03
4.684671578608536038e+03 2.198076334066853210e+00 3.195090826941753611e-03
4.684803325088685597e+03 2.158330128204493548e+00 3.117723173921126828e-03
4.684934954463341455e+03 2.123937655719127182e+00 3.561407201329295624e-03
4.685066919208990839e+03 2.154163389665042949e+00 3.759717652176958799e-03
4.685198572726692873e+03 2.200321741607999204e+00 3.664147074514648335e-03
4.685330522762688815e+03 2.151308478841532867e+00 3.336803928631593662e-03
4.685462284405835817e+03 2.156458290864256000e+00 3.133275889868305381e-03
4.685593887774007271e+03 2.141833756693710455e+00 3.330648887443179995e-03
4.685725870388083422e+03 2.182677182610107014e+00 3.668196940056968336e-03
4.685857835183872339e+03 2.169432515784283755e+00 3.433355986342292478e-03
4.685989723687240257e+03 2.172949003714312433e+00 3.284129284752910702e-03
4.686121191337615528e+03 2.123527446739557512e+00 3.379571297303024698e-03
4.686253261487816417e+03 2.172921539467878915e+00 3.624064307477538847e-03
4.686384916123030052e+03 2.201524136321768577e+00 3.833363141115493644e-03
4.686517026340600751e+03 2.143209351466309087e+00 3.892510565535312224e-03
4.686648748883896587e+03 2.140557639402115520e+00 3.371046144495857492e-03
4.686780638659732176e+03 2.180479399183809619e+00 3.062361721718125356e-03
4.686912679559573007e+03 2.162438105921820952e+00 3.436886444073061417e-03
4.687044418191291697e+03 2.150458420774621349e+00 3.863914331558555761e-03
4.687176527105219066e+03 2.169685412801780622e+00 3.481483599054130147e-03
4.687308244871527677e+03 2.173153309901303398e+00 3.032106134158216778e-03
4.687440042452956732e+03 2.160382853261197944e+00 3.228015950497179539e-03
4.687571867698722599e+03 2.165911965261188676e+00 3.766859964482763192e-03
4.687704300252015855e+03 2.178822750276740550e+00 3.828172397736954394e-03
4.687836037581526398e+03 2.165975546191039491e+00 3.437950342415440567e-03
4.687967955177739896e+03 2.142458006560773232e+00 3.363668879285521343e-03
4.688099700477805527e+03 2.140634227968945869e+00 3.727229322912182109e-03
4.688231809862345472e+03 2.181095740527219551e+00 3.826795560047412982e-03
4.688363952022990816e+03 2.192549811621657518e+00 3.426471464934428574e-03
4.688495868574033921e+03 2.168741888248847172e+00 3.105929833185193476e-03
4.688627667321899025e+03 2.148914552381188781e+00 3.246212158240845830e-03
4.688759746922600243e+03 2.140605989280044863e+00 3.635412632927098511e-03
4.688891922864265325e+03 2.185603657743290462e+00 3.917810261623474490e-03
4.689023927084052957e+03 2.155601378103159771e+00 3.487988171107110711e-03
4.689155872946187628e+03 2.171716073119668522e+00 3.199600750594571667e-03
4.689287631020179106e+03 2.129629623971779573e+00 3.436095356488508973e-03
4.689419807683119870e+03 2.138511802212736068e+00 3.949120865716524049e-03
4.689552158638814944e+03 2.208531059488272774e+00 3.682184698693504333e-03
4.689683989917904000e+03 2.197894049154621054e+00 3.340170130408174655e-03
4.689815868687837792e+03 2.112185418892402744e+00 3.486192184567492303e-03
4.689948110312120662e+03 2.101379701457235960e+00 3.704373183438589793e-03
4.690080120797800191e+03 2.210220878762716890e+00 3.610919322138772883e-03
4.690212275202565252e+03 2.195161585347669586e+00 3.553359769898019761e-03
4.690344295654359485e+03 2.151252006825481011e+00 3.377617480016542866e-03
