-----------------------------------------------------
name band level PQR   lambda      f           gamma
A-X   3     2    1    1447.27343  0.01460     1.040E8
A-X   3     3   -1    1447.70795  0.005216    1.040E8
A-X   3     3    0    1447.51507  0.01825     1.040E8
A-X   3     3    1    1447.25798  0.01304     1.040E8
A-X   3     4   -1    1447.83737  0.006085    1.040E8
A-X   3     4    0    1447.58021  0.01826     1.040E8
A-X   3     4    1    1447.25885  0.01217     1.040E8
A-X   3     5   -1    1447.98308  0.006639    1.040E8
A-X   3     5    0    1447.66165  0.01826     1.040E8
A-X   3     5    1    1447.27595  0.01162     1.040E8
A-X   3     6   -1    1447.144    0.00665     1.040E8
A-X   3     6    0    1447.758    0.01730     1.040E8
A-X   3     6    1    1447.308    0.01065     1.040E8
A-X   4     0    1    1419.04491  0.02448     1.060E8
A-X   4     1    0    1419.12198  0.01224     1.060E8
A-X   4     1    1    1419.00170  0.01229     1.060E8
A-X   4     2   -1    1419.27723  0.002448    1.060E8
A-X   4     2    0    1419.15561  0.01229     1.060E8
A-X   4     2    1    1418.97534  0.009888    1.060E8
A-X   4     3   -1    1419.38890  0.003513    1.060E8
A-X   4     3    0    1419.20618  0.01236     1.060E8
A-X   4     3    1    1418.96575  0.008876    1.060E8
A-X   4     4   -1    1419.51744  0.004120    1.060E8
A-X   4     4    0    1419.27367  0.01243     1.060E8
A-X   4     4    1    1418.97285  0.008448    1.060E8
A-X   4     5   -1    1419.66277  0.004519    1.060E8
A-X   4     5    0    1419.35858  0.01249     1.060E8
A-X   4     5    1    1418.99625  0.007977    1.060E8
A-X   4     6   -1    1419.824    0.00457     1.060E8
A-X   4     6    0    1419.458    0.01184     1.060E8
A-X   4     6    1    1419.036    0.00737     1.060E8
A-X   5     0    1    1392.52551  0.01582     1.090E8
A-X   5     1    0    1392.60017  0.007912    1.090E8
A-X   5     1    1    1392.48517  0.007912    1.090E8
A-X   5     2   -1    1392.74951  0.001582    1.090E8
A-X   5     2    0    1392.63391  0.007912    1.090E8
A-X   5     2    1    1392.46133  0.006330    1.090E8
A-X   5     3   -1    1392.85776  0.002261    1.090E8
A-X   5     3    0    1392.68473  0.007912    1.090E8
A-X   5     3    1    1392.45435  0.005652    1.090E8
A-X   5     4   -1    1392.98290  0.002637    1.090E8 
A-X   5     4    0    1392.75203  0.007912    1.090E8 
A-X   5     4    1    1392.46365  0.005275    1.090E8 
A-X   5     5   -1    1393.12476  0.002877    1.090E8 
A-X   5     5    0    1392.83642  0.007912    1.090E8 
A-X   5     5    1    1392.49041  0.005035    1.090E8 
A-X   5     6   -1    1393.283    0.00279     1.090E8 
A-X   5     6    0    1392.937    0.00725     1.090E8 
A-X   5     6    1    1392.533    0.00446     1.090E8 
A-X   6     0    1    1367.62386  0.009501    1.100E8
A-X   6     1    0    1367.69587  0.004750    1.100E8
A-X   6     1    1    1367.58645  0.004746    1.100E8
A-X   6     2   -1    1367.83936  0.0009501   1.100E8
A-X   6     2    0    1367.73029  0.004746    1.100E8
A-X   6     2    1    1367.56681  0.003789    1.100E8
A-X   6     3   -1    1367.94620  0.001356    1.100E8
A-X   6     3    0    1367.78248  0.004736    1.100E8
A-X   6     3    1    1367.56494  0.003371    1.100E8
A-X   6     4   -1    1368.07047  0.001579    1.100E8
A-X   6     4    0    1367.85264  0.004720    1.100E8
A-X   6     4    1    1367.58065  0.003121    1.100E8
A-X   6     5   -1    1368.21216  0.001716    1.100E8
A-X   6     5    0    1367.94040  0.004682    1.100E8
A-X   6     5    1    1367.61544  0.002902    1.100E8
A-X   6     6   -1    1368.371    0.00151     1.100E8
A-X   6     6    0    1368.047    0.00381     1.100E8
A-X   6     6    1    1367.675    0.00193     1.100E8
A-X   7     0    1    1344.18593  0.005354    1.120E8
A-X   7     1    0    1344.25550  0.002677    1.120E8
A-X   7     1    1    1344.15142  0.002677    1.120E8
A-X   7     2   -1    1344.39411  0.0005354   1.120E8
A-X   7     2    0    1344.29056  0.002677    1.120E8 
A-X   7     2    1    1344.13426  0.002142    1.120E8 
A-X   7     3   -1    1344.49877  0.0007649   1.120E8 
A-X   7     3    0    1344.34278  0.002677    1.120E8 
A-X   7     3    1    1344.13480  0.001912    1.120E8 
A-X   7     4   -1    1344.62098  0.0008923   1.120E8 
A-X   7     4    0    1344.41273  0.002677    1.120E8 
A-X   7     4    1    1344.15233  0.001785    1.120E8 
A-X   7     5   -1    1344.76003  0.0009735   1.120E8 
A-X   7     5    0    1344.49985  0.002677    1.120E8 
A-X   7     5    1    1344.18756  0.001704    1.120E8 
A-X   7     6   -1    1344.917    0.00080     1.120E8 
A-X   7     6    0    1344.604    0.00207     1.120E8 
A-X   7     6    1    1344.240    0.00127     1.120E8 
A-X   8     0    1    1322.15058  0.002636    1.120E8
A-X   8     1    0    1322.21754  0.001318    1.120E8
A-X   8     1    1    1322.11912  0.001318    1.120E8
A-X   8     2   -1    1322.35252  0.0002636   1.120E8
A-X   8     2    0    1322.25355  0.001318    1.120E8
A-X   8     2    1    1322.10531  0.001054    1.120E8
A-X   8     3   -1    1322.45534  0.0003766   1.120E8
A-X   8     3    0    1322.30671  0.001318    1.120E8
A-X   8     3    1    1322.10898  0.0009414   1.120E8
A-X   8     4   -1    1322.57585  0.0004393   1.120E8
A-X   8     4    0    1322.37822  0.001318    1.120E8
A-X   8     4    1    1322.13118  0.0008787   1.120E8
A-X   8     5   -1    1322.71423  0.0004793   1.120E8
A-X   8     5    0    1322.46724  0.001318    1.120E8
A-X   8     5    1    1322.17069  0.0008387   1.120E8
A-X   8     6   -1    1322.870    0.00039     1.120E8
A-X   8     6    0    1322.573    0.00100     1.120E8
A-X   8     6    1    1322.227    0.00062     1.120E8
A-X   9     0    1    1301.40162  0.001294    1.120E8
A-X   9     1    0    1301.46598  0.000647    1.120E8
A-X   9     1    1    1301.37300  0.000647    1.120E8
A-X   9     2   -1    1301.59659  0.0001294   1.120E8
A-X   9     2    0    1301.50274  0.000647    1.120E8
A-X   9     2    1    1301.36148  0.0005176   1.120E8
A-X   9     3   -1    1301.69740  0.000185    1.120E8
A-X   9     3    0    1301.55746  0.000647    1.120E8
A-X   9     3    1    1301.36894  0.0004621   1.120E8
A-X   9     4   -1    1301.81873  0.0002157   1.120E8
A-X   9     4    0    1301.62946  0.000647    1.120E8
A-X   9     4    1    1301.39349  0.0004313   1.120E8
A-X   9     5   -1    1301.95399  0.0002353   1.120E8
A-X   9     5    0    1301.71892  0.000647    1.120E8
A-X   9     5    1    1301.43702  0.0004117   1.120E8
d-X   5     0    1    1510.34131  0.00570     0.180E8 
d-X   5     1    0    1510.42893  0.00285     0.160E8                                               
d-X   5     1    1    1510.30590  0.00264     0.160E8                                              
d-X   5     2   -1    1510.60448  0.000570    0.140E8                                              
d-X   5     2    0    1510.48138  0.00264     0.140E8 
d-X   5     2    1    1510.29756  0.00188     0.140E8 
d-X   5     3   -1    1510.74454  0.000753    0.130E8 
d-X   5     3    0    1510.56071  0.002350    0.130E8 
d-X   5     3    1    1510.31694  0.001450    0.130E8 
d-X   5     4   -1    1510.91169  0.000784    0.100E8 
d-X   5     4    0    1510.66783  0.002020    0.100E8 
d-X   5     4    1    1510.36485  0.001130    0.100E8 
d-X   5     5   -1    1510.10612  0.000736    0.090E8 
d-X   5     5    0    1510.80354  0.001690    0.090E8 
d-X   5     5    1    1510.44207  0.000876    0.090E8
