-----------------------------------------------------
name band level PQR   lambda      f           gamma
A-X   23    4     R   1115.262    2.626E-9    1.000E9
A-X   23    5     P   1115.645    1.432E-9    1.000E9
A-X   23    5     Q   1115.501    3.939E-9    1.000E9
A-X   23    5     R   1115.395    2.507E-9    1.000E9
A-X   23    6     P   1115.788    1.515E-9    1.000E9
A-X   23    6     Q   1115.682    3.938E-9    1.000E9
A-X   23    6     R   1115.532    2.424E-9    1.000E9
d-X   3     0     R   1561.234    6.887E-6    1.000E9
d-X   3     1     Q   1561.328    3.443E-6    1.000E9
d-X   3     1     R   1561.197    3.402E-6    1.000E9
d-X   3     2     P   1561.515    6.886E-7    1.000E9
d-X   3     2     Q   1561.383    3.402E-6    1.000E9
d-X   3     2     R   1561.189    2.675E-6    1.000E9
d-X   3     3     P   1561.666    9.718E-7    1.000E9
d-X   3     3     Q   1561.469    3.343E-6    1.000E9
d-X   3     3     R   1561.210    2.334E-6    1.000E9
d-X   3     4     P   1561.845    1.114E-6    1.000E9
d-X   3     4     Q   1561.586    3.266E-6    1.000E9
d-X   3     4     R   1561.260    2.119E-6    1.000E9
d-X   3     5     P   1562.054    1.187E-6    1.000E9
d-X   3     5     Q   1561.729    3.177E-6    1.000E9
d-X   3     5     R   1561.340    1.959E-6    1.000E9
d-X   3     6     P   1562.292    1.222E-6    1.000E9
d-X   3     6     Q   1561.903    3.077E-6    1.000E9
d-X   3     6     R   1561.449    1.828E-6    1.000E9
d-X   4     0     R   1535.070    1.515E-5    1.000E9
d-X   4     1     Q   1535.162    7.573E-6    1.000E9
d-X   4     1     R   1535.038    7.559E-6    1.000E9
d-X   4     2     P   1535.342    1.515E-6    1.000E9
d-X   4     2     Q   1535.219    7.558E-6    1.000E9
d-X   4     2     R   1535.034    6.031E-6    1.000E9
d-X   4     3     P   1535.491    2.159E-6    1.000E9
d-X   4     3     Q   1535.306    7.537E-6    1.000E9
d-X   4     3     R   1535.058    5.369E-6    1.000E9
d-X   4     4     P   1535.668    2.512E-6    1.000E9
d-X   4     4     Q   1535.420    7.515E-6    1.000E9
d-X   4     4     R   1535.110    4.998E-6    1.000E9
d-X   4     5     P   1535.874    2.732E-6    1.000E9
d-X   4     5     Q   1535.564    7.495E-6    1.000E9
d-X   4     5     R   1535.194    4.762E-6    1.000E9
d-X   4     6     P   1536.108    2.882E-6    1.000E9
d-X   4     6     Q   1535.738    7.480E-6    1.000E9
d-X   4     6     R   1535.306    4.603E-6    1.000E9
d-X   5     0     R   1510.341    5.945E-3    1.000E9
d-X   5     1     Q   1510.428    2.972E-3    1.000E9
d-X   5     1     R   1510.305    2.747E-3    1.000E9
d-X   5     2     P   1510.604    5.944E-4    1.000E9
d-X   5     2     Q   1510.481    2.747E-3    1.000E9
d-X   5     2     R   1510.298    1.955E-3    1.000E9
d-X   5     3     P   1510.743    7.846E-4    1.000E9
d-X   5     3     Q   1510.560    2.443E-3    1.000E9
d-X   5     3     R   1510.316    1.499E-3    1.000E9
d-X   5     4     P   1510.912    8.143E-4    1.000E9
d-X   5     4     Q   1510.667    2.098E-3    1.000E9
d-X   5     4     R   1510.364    1.164E-3    1.000E9
d-X   5     5     P   1511.106    7.628E-4    1.000E9
d-X   5     5     Q   1510.803    1.746E-3    1.000E9
d-X   5     5     R   1510.442    9.005E-4    1.000E9
d-X   5     6     P   1511.329    6.711E-4    1.000E9
d-X   5     6     Q   1510.969    1.415E-3    1.000E9
d-X   5     6     R   1510.548    6.914E-4    1.000E9
d-X   7     0     R   1464.142    4.020E-6    1.000E9
d-X   7     1     Q   1464.222    2.010E-6    1.000E9
d-X   7     1     R   1464.115    2.004E-6    1.000E9
d-X   7     2     P   1464.390    4.019E-7    1.000E9
