-----------------------------------------------------
name band level PQR   lambda    f          gamma
A-X   5     6   -1    1395.957  0.002787   1.000E9
A-X   5     6    0    1395.624  0.007248   1.000E9
A-X   5     6    1    1395.236  0.004462   1.000E9
A-X   6     0    1    1370.617  0.006521   1.000E9
A-X   6     1    0    1370.687  0.003260   1.000E9
A-X   6     1    1    1370.585  0.003341   1.000E9
A-X   6     2   -1    1370.824  0.000652   1.000E9
A-X   6     2    0    1370.725  0.003341   1.000E9
A-X   6     2    1    1370.571  0.002769   1.000E9
A-X   6     3   -1    1370.931  0.000954   1.000E9
A-X   6     3    0    1370.778  0.003461   1.000E9
A-X   6     3    1    1370.573  0.002559   1.000E9
A-X   6     4   -1    1371.055  0.001154   1.000E9
A-X   6     4    0    1370.849  0.003582   1.000E9
A-X   6     4    1    1370.591  0.002442   1.000E9
A-X   6     5   -1    1371.194  0.001302   1.000E9
A-X   6     5    0    1370.936  0.003662   1.000E9
A-X   6     5    1    1370.626  0.002382   1.000E9
A-X   6     6   -1    1371.351  0.001408   1.000E9
A-X   6     6    0    1371.040  0.003742   1.000E9
A-X   6     6    1    1370.676  0.002353   1.000E9
A-X   7     0    1    1347.575  0.004140   1.000E9
A-X   7     1    0    1347.641  0.002070   1.000E9
A-X   7     1    1    1347.540  0.002070   1.000E9
A-X   7     2   -1    1347.775  0.000414   1.000E9
A-X   7     2    0    1347.675  0.002070   1.000E9
A-X   7     2    1    1347.525  0.001656   1.000E9
A-X   7     3   -1    1347.874  0.000591   1.000E9
A-X   7     3    0    1347.725  0.002070   1.000E9
A-X   7     3    1    1347.523  0.001479   1.000E9
A-X   7     4   -1    1347.992  0.000690   1.000E9
A-X   7     4    0    1347.791  0.002070   1.000E9
A-X   7     4    1    1347.540  0.001380   1.000E9
A-X   7     5   -1    1348.124  0.000752   1.000E9
A-X   7     5    0    1347.874  0.002070   1.000E9
A-X   7     5    1    1347.573  0.001317   1.000E9
A-X   7     6   -1    1348.275  0.000796   1.000E9
A-X   7     6    0    1347.974  0.002069   1.000E9
A-X   7     6    1    1347.623  0.001274   1.000E9
A-X   8     0    1    1325.793  0.002020   1.000E9
A-X   8     1    0    1325.852  0.001010   1.000E9
A-X   8     1    1    1325.764  0.001010   1.000E9
A-X   8     2   -1    1325.987  0.000202   1.000E9
A-X   8     2    0    1325.887  0.001010   1.000E9
A-X   8     2    1    1325.754  0.000808   1.000E9
A-X   8     3   -1    1326.087  0.000289   1.000E9
A-X   8     3    0    1325.939  0.001010   1.000E9
A-X   8     3    1    1325.758  0.000722   1.000E9
A-X   8     4   -1    1326.206  0.000337   1.000E9
A-X   8     4    0    1326.009  0.001010   1.000E9
A-X   8     4    1    1325.778  0.000673   1.000E9
A-X   8     5   -1    1326.340  0.000367   1.000E9
A-X   8     5    0    1326.099  0.001010   1.000E9
A-X   8     5    1    1325.818  0.000643   1.000E9
A-X   8     6   -1    1326.489  0.000388   1.000E9
A-X   8     6    0    1326.203  0.001010   1.000E9
A-X   8     6    1    1325.874  0.000621   1.000E9
A-X   9     0    1    1305.291  0.000950   1.000E9
A-X   9     1    0    1305.354  0.000475   1.000E9
A-X   9     1    1    1305.262  0.000475   1.000E9
A-X   9     2   -1    1305.479  0.000095   1.000E9
A-X   9     2    0    1305.387  0.000475   1.000E9
A-X   9     2    1    1305.253  0.000380   1.000E9
A-X   9     3   -1    1305.576  0.000136   1.000E9
A-X   9     3    0    1305.440  0.000475   1.000E9
A-X   9     3    1    1305.259  0.000339   1.000E9
A-X   9     4   -1    1305.691  0.000158   1.000E9
A-X   9     4    0    1305.508  0.000475   1.000E9
A-X   9     4    1    1305.282  0.000317   1.000E9
A-X   9     5   -1    1305.823  0.000173   1.000E9
A-X   9     5    0    1305.595  0.000475   1.000E9
A-X   9     5    1    1305.323  0.000302   1.000E9
A-X   9     6   -1    1305.971  0.000183   1.000E9
A-X   9     6    0    1305.698  0.000475   1.000E9
A-X   9     6    1    1305.380  0.000292   1.000E9
