v=0
64754.17 64750.40 64756.43 64743.14 64749.10 64758.11 64738.06 64747.20 64759.06 64732.38 64744.59 64759.08 64725.98 64741.27 64758.06 64718.66 64737.27 64755.17
1544.302 1544.392 1544.248 1544.565 1544.423 1544.208 1544.687 1544.468 1544.186 1544.822 1544.531 1544.185 1544.975 1544.610 1544.209 1545.150 1544.705 1544.278
1.539E-2 7.695E-3 7.615E-3 1.539E-3 7.614E-3 6.027E-3 2.175E-3 7.614E-3 5.266E-3 2.510E-3 7.532E-3 4.699E-3 2.679E-3 7.451E-3 3.918E-3 2.709E-3 7.288E-3 2.692E-3
v=1
66207.32 66203.60 66209.66 66196.29 66202.28 66211.49 66191.29 66200.31 66212.42 66185.76 66197.67 66212.76 66179.34 66194.39 66212.51 66172.34 66190.45 66211.57
1510.407 1510.492 1510.354 1510.659 1510.522 1510.312 1510.773 1510.567 1510.291 1510.899 1510.627 1510.283 1511.046 1510.102 1510.289 1511.206 1510.792 1510.310
3.510E-2 1.755E-2 1.755E-2 3.510E-3 1.755E-2 1.404E-2 5.013E-3 1.755E-2 1.254E-2 5.848E-3 1.755E-2 1.170E-2 6.379E-3 1.755E-2 1.117E-2 6.747E-3 1.755E-2 1.080E-2
v=2
67622.70 67618.98 67624.96 67611.67 67617.64 67626.54 67606.59 67615.53 67627.55 67600.81 67612.75 67627.64 67594.47 67609.40 67627.18 67587.22 67605.07 67625.99
1478.793 1478.875 1478.744 1479.035 1478.904 1478.709 1479.146 1478.950 1478.687 1479.272 1479.011 1478.685 1479.411 1479.084 1478.695 1479.570 1479.179 1478.722
4.020E-2 2.010E-2 2.010E-2 4.020E-3 2.010E-2 1.608E-2 5.742E-3 2.010E-2 1.436E-2 6.698E-3 2.010E-2 1.340E-2 7.306E-3 2.010E-2 1.279E-2 7.727E-3 2.010E-2 1.237E-2
v=3
69006.22 69002.50 69008.40 68995.19 69001.01 69009.82 68990.03 68998.86 69010.64 68984.09 68995.89 69010.57 68977.56 68992.20 69009.78 68970.15 68987.73 69008.30
1449.145 1449.223 1449.099 1449.376 1449.254 1449.069 1449.485 1449.299 1449.052 1449.610 1449.362 1449.053 1449.747 1449.439 1449.070 1449.903 1449.533 1449.101
3.470E-2 1.735E-2 1.735E-2 3.470E-3 1.735E-2 1.388E-2 4.956E-3 1.735E-2 1.239E-2 5.782E-3 1.735E-2 1.157E-2 6.307E-3 1.735E-2 1.104E-2 6.670E-3 1.735E-2 1.068E-2
v=4
70356.16 70352.48 70358.30 70345.13 70351.01 70359.65 70339.93 70348.57 70360.16 70333.92 70345.44 70359.92 70327.08 70341.55 70358.87 70319.50 70336.81 70357.07
1421.340 1421.414 1421.296 1421.562 1421.444 1421.269 1421.668 1421.493 1421.259 1421.789 1421.556 1421.264 1421.927 1421.635 1421.285 1422.081 1421.731 1421.321
2.420E-2 1.210E-2 1.210E-2 2.420E-3 1.210E-2 9.681E-3 3.456E-3 1.210E-2 8.644E-3 4.032E-3 1.210E-2 8.067E-3 4.398E-3 1.210E-2 7.701E-3 4.652E-3 1.210E-2 7.447E-3
v=5
71672.80 71669.08 71674.78 71661.77 71667.38 71675.97 71656.41 71664.94 71676.30 71650.24 71661.63 71675.88 71643.22 71657.48 71674.57 71635.46 71652.56 71672.48
1395.229 1395.302 1395.191 1395.444 1395.335 1395.168 1395.549 1395.383 1395.161 1395.669 1395.447 1395.169 1395.806 1395.528 1395.195 1395.957 1395.624 1395.236
1.450E-2 7.250E-3 7.250E-3 1.450E-3 7.250E-3 5.800E-3 2.071E-3 7.249E-3 5.179E-3 2.416E-3 7.249E-3 4.834E-3 2.635E-3 7.249E-3 4.614E-3 2.787E-3 7.248E-3 4.462E-3
v=6
72959.85 72956.12 72961.52 72948.82 72954.09 72962.28 72943.15 72951.28 72962.21 72936.55 72947.48 72961.22 72929.13 72942.86 72959.37 72920.80 72937.34 72956.70
1370.617 1370.687 1370.585 1370.824 1370.725 1370.571 1370.931 1370.778 1370.573 1371.055 1370.849 1370.591 1371.194 1370.936 1370.626 1371.351 1371.040 1370.676
6.521E-3 3.260E-3 3.341E-3 6.520E-4 3.341E-3 2.769E-3 9.543E-4 3.461E-3 2.559E-3 1.154E-3 3.582E-3 2.442E-3 1.302E-3 3.662E-3 2.382E-3 1.408E-3 3.742E-3 2.353E-3
v=7 
74207.38 74203.74 74209.29 74196.35 74201.85 74210.12 74190.92 74199.14 74210.23 74184.39 74195.49 74209.27 74177.15 74190.89 74207.48 74168.85 74185.41 74204.74
1347.575 1347.641 1347.540 1347.775 1347.675 1347.525 1347.874 1347.725 1347.523 1347.992 1347.791 1347.540 1348.124 1347.874 1347.573 1348.275 1347.974 1347.623
4.140E-3 2.070E-3 2.070E-3 4.140E-4 2.070E-3 1.656E-3 5.913E-4 2.070E-3 1.479E-3 6.898E-4 2.070E-3 1.380E-3 7.524E-4 2.070E-3 1.317E-3 7.958E-4 2.069E-3 1.274E-3
v=8 
75426.53 75423.22 75428.20 75415.50 75421.18 75428.78 75409.83 75418.24 75428.56 75403,05 75414.28 75427.39 75395.48 75409.18 75425.16 75386.97 75403.25 75421.95
