Ion   λ0 (Å)         f            γul  (s−1)   
HeI 584.3344 0.2763 1.799E9
HeI 537.0299 0.07346 5.799E8
HeI 522.2131 0.02988 2.520E8
HeI 515.6168 0.01504 1.308E8
HeI 512.0986 0.008630 7.634E7
HeI 509.9983 0.005407 4.939E7
HeI 508.6434 0.003611 3.248E7
HeI 507.7181 0.002531 2.287E7
HeI 507.0580 0.001842 1.670E7
HeI 506.5705 0.001382 1.221E7
HeI 506.2003 0.001064 9.247E6
HeI 505.9125 0.0008363 7.143E6
HeI 505.6843 0.0006693 5.609E6
HeI 505.5004 0.0005440 4.469E6
