12 Mg I   2p^6^3s^2^ ^1^S_0_           2p^6^3s6p ^1^P^o^_1_                   1747.794    1747.794  1  3 9.10E-03 -2.041 C+  CT90
12 Mg I   2p^6^3s^2^ ^1^S_0_           2p^6^3s7p ^1^P^o^_1_                   1707.061    1707.061  1  3 4.30E-03 -2.367 D+  CT90
12 Mg I   2p^6^3s^2^ ^1^S_0_           2p^6^3s8p ^1^P^o^_1_                   1683.412    1683.412  1  3 2.40E-03 -2.620 D+  CT90
12 Mg II  2p^6^3s ^2^S_1/2_            2p^6^3p ^2^P^o^_1/2_                   2803.530    2803.531  2  2 3.06E-01 -0.214 A+  FFT06
12 Mg II  2p^6^3s ^2^S_1/2_            2p^6^3p ^2^P^o^_3/2_                   2796.352    2796.352  2  4 6.13E-01  0.089 A+  FFT06
12 Mg II  2p^6^3s ^2^S_1/2_            2p^6^5p ^2^P^o^_3/2_                   1025.962    1025.968  2  4 1.08E-03 -2.666 B   SMK98
13 Al I   3s^2^3p ^2^P^o^_1/2_         3s^2^4s ^2^S_1/2_                      3945.1222   3945.122  2  2 1.16E-01 -0.636 B+  FFT06
13 Al I   3s^2^3p ^2^P^o^_1/2_         3s^2^3d ^2^D_3/2_                      3083.0481   3083.046  2  4 1.65E-01 -0.482 B+  FFT06
13 Al I   3s^2^3p ^2^P^o^_1/2_         3s^2^5s ^2^S_1/2_                      2653.274    2653.265  2  2 1.50E-02 -1.523 B   VBF02
13 Al I   3s^2^3p ^2^P^o^_1/2_         3s^2^nd y ^2^D_3/2_                    2568.754    2568.752  2  4 3.80E-02 -1.119 B   DVD90
13 Al I   3s^2^3p ^2^P^o^_1/2_         3s^2^6s ^2^S_1/2_                      2372.794    2372.794  2  2 4.86E-03 -2.012 C   MEL95
13 Al I   3s^2^3p ^2^P^o^_1/2_         3s^2^4d ^2^D_3/2_                      2367.775    2367.775  2  4 1.28E-01 -0.592 C+  MEL95
13 Al I   3s^2^3p ^2^P^o^_1/2_         3s^2^5d ^2^D_3/2_                      2264.162    2264.165  2  4 1.05E-01 -0.678 B   DVD90
13 Al I   3s^2^3p ^2^P^o^_1/2_         3s^2^7s ^2^S_1/2_                      2258.698    2258.706  2  2 2.88E-03 -2.239 C   MEL95
13 Al I   3s^2^3p ^2^P^o^_1/2_         3s^2^6d ^2^D_3/2_                      2205.348    2205.355  2  4 6.37E-02 -0.895 C+  MEL95
13 Al I   3s^2^3p ^2^P^o^_1/2_         3s^2^8s ^2^S_1/2_                      2199.837    2199.869  2  2 1.27E-03 -2.595 C   MEL95
13 Al I   3s^2^3p ^2^P^o^_1/2_         3s^2^7d ^2^D_3/2_                      2169.485    2169.507  2  4 4.18E-02 -1.078 C   MEL95
13 Al I   3s^2^3p ^2^P^o^_1/2_         3s^2^8d ^2^D_3/2_                      2146.231    2146.230  2  4 2.85E-02 -1.244 C   MEL95
13 Al I   3s^2^3p ^2^P^o^_1/2_         3s^2^9d ^2^D_3/2_                      2130.335    2130.335  2  4 2.07E-02 -1.383 C   MEL95
13 Al I   3s^2^3p ^2^P^o^_1/2_         3s^2^10d ^2^D_3/2_                     2118.982    2118.986  2  4 1.39E-02 -1.557 C   MEL95
13 Al II  2p^6^3s^2^ ^1^S_0_           3s3p ^1^P^o^_1_                        1670.7867   1670.787  1  3 1.74E+00  0.241 A+  FFT06
13 Al III 2p^6^3s ^2^S_1/2_            2p^6^3p ^2^P^o^_1/2_                   1862.7895   1862.790  2  2 2.79E-01 -0.253 A+  FFT06
13 Al III 2p^6^3s ^2^S_1/2_            2p^6^3p ^2^P^o^_3/2_                   1854.7164   1854.716  2  4 5.61E-01  0.050 A+  FFT06
14 Si I   3s^2^3p^2^ ^3^P_0_           3s^2^3p4s ^3^P^o^_1_                   2515.08     2515.073  1  3 2.17E-01 -0.664 B   FFT06
14 Si I   3s^2^3p^2^ ^3^P_0_           3s^2^3p4s ^1^P^o^_1_                   2439.51     2439.507  1  3 1.50E-03 -2.824 C   FFT06
14 Si I   3s^2^3p^2^ ^3^P_0_           3s3p^3^ ^3^D^o^_1_                     2208.67     2208.667  1  3 4.61E-02 -1.336 B   FFT06
14 Si I   3s^2^3p^2^ ^3^P_0_           3s^2^3p3d ^3^P^o^_1_                               1977.598  1  3 4.67E-02 -1.330 B   FFT06
14 Si I   3s^2^3p^2^ ^3^P_0_           3s^2^3p3d ^1^P^o^_1_                               1873.103  1  3 6.92E-03 -2.160 C   FFT06
14 Si I   3s^2^3p^2^ ^3^P_0_           3s^2^3p3d ^3^D^o^_1_                   1845.51     1845.520  1  3 2.58E-01 -0.589 C+  FFT06
14 Si I   3s^2^3p^2^ ^3^P_0_           3s^2^3p5s ^3^P^o^_1_                   1841.15     1841.152  1  3 2.29E-02 -1.640 D   SHT87
14 Si I   3s^2^3p^2^ ^3^P_0_           3s^2^3p4d ^3^P^o^_1_                               1763.661  1  3 8.13E-03 -2.090 D   SHT87
14 Si I   3s^2^3p^2^ ^3^P_0_           3s^2^3p4d ^1^P^o^_1_                   1700.63     1700.636  1  3 3.98E-02 -1.400 D+  SHT87
14 Si I   3s^2^3p^2^ ^3^P_0_           3s^2^3p4d ^3^D^o^_1_                   1693.29     1693.293  1  3 8.71E-02 -1.060 D+  SHT87
14 Si I   3s^2^3p^2^ ^3^P_0_           3s^2^3pnd a ^3^P^o^_1_                 1666.37     1666.376  1  3 2.19E-02 -1.660 D   SHT87
14 Si I   3s^2^3p^2^ ^3^P_0_           3s^2^3p5d ^3^D^o^_1_                   1625.71     1625.705  1  3 8.51E-02 -1.070 E   KP08
14 Si I   3s^2^3p^2^ ^3^P_0_           3s^2^3p6d ^3^D^o^_1_                               1589.173  1  3 5.04E-02 -1.298 E   KP08
14 Si I   3s^2^3p^2^ ^3^P_0_           3s^2^3p7d ^3^D^o^_1_                               1568.617  1  3 3.18E-02 -1.498 E   NP93
14 Si II  3s^2^3p ^2^P^o^_1/2_         3s3p^2^ ^2^D_3/2_                      1808.00     1808.013  2  4 2.45E-03 -2.310 C+  BQP09
14 Si II  3s^2^3p ^2^P^o^_1/2_         3s^2^4s ^2^S_1/2_                      1526.72     1526.707  2  2 1.44E-01 -0.540 B   BQP09
14 Si II  3s^2^3p ^2^P^o^_1/2_         3s3p^2^ ^2^S_1/2_                      1304.37     1304.370  2  2 9.10E-02 -0.740 B   BQP09
14 Si II  3s^2^3p ^2^P^o^_1/2_         3s^2^3d ^2^D_3/2_                      1260.42     1260.422  2  4 1.20E+00  0.380 B+  BQP09
14 Si II  3s^2^3p ^2^P^o^_1/2_         3s3p^2^ ^2^P_1/2_                      1193.28     1193.290  2  2 5.44E-01  0.037 B+  BQP09
14 Si II  3s^2^3p ^2^P^o^_1/2_         3s3p^2^ ^2^P_3/2_                      1190.42     1190.416  2  4 2.56E-01 -0.290 B   BQP09
14 Si II  3s^2^3p ^2^P^o^_1/2_         3s^2^5s ^2^S_1/2_                      1020.70     1020.699  2  2 1.39E-02 -1.556 D   CM00
14 Si II  3s^2^3p ^2^P^o^_1/2_         3s^2^4d ^2^D_3/2_                       989.87      989.873  2  4 2.00E-01 -0.398 C+  CS74
14 Si III 2p^6^3s^2^ ^1^S_0_           3s3p ^1^P^o^_1_                        1206.51     1206.500  1  3 1.61E+00  0.206 A   FFT06
14 Si IV  2p^6^3s ^2^S_1/2_            2p^6^3p ^2^P^o^_1/2_                   1402.77     1402.770  2  2 2.54E-01 -0.293 A+  FFT06
14 Si IV  2p^6^3s ^2^S_1/2_            2p^6^3p ^2^P^o^_3/2_                   1393.76     1393.755  2  4 5.13E-01  0.011 A+  FFT06
15 P I    3s^2^3p^3^ ^4^S^o^_3/2_      3s^2^3p^2^(^3^P)4s ^4^P_1/2_           1787.656    1787.648  4  2 4.93E-02 -0.705 B   FFT06
15 P I    3s^2^3p^3^ ^4^S^o^_3/2_      3s^2^3p^2^(^3^P)4s ^4^P_3/2_           1782.838    1782.829  4  4 9.90E-02 -0.402 B   FFT06
15 P I    3s^2^3p^3^ ^4^S^o^_3/2_      3s^2^3p^2^(^3^P)4s ^4^P_5/2_           1774.951    1774.949  4  6 1.50E-01 -0.223 B   FFT06
15 P I    3s^2^3p^3^ ^4^S^o^_3/2_      3s3p^4^ ^4^P_5/2_                      1679.695    1679.697  4  6 5.36E-02 -0.669 D   F86
15 P I    3s^2^3p^3^ ^4^S^o^_3/2_      3s3p^4^ ^4^P_3/2_                      1674.591    1674.595  4  4 3.25E-02 -0.886 D   F86
15 P I    3s^2^3p^3^ ^4^S^o^_3/2_      3s3p^4^ ^4^P_1/2_                      1671.680    1671.671  4  2 1.56E-02 -1.205 D   F86
15 P I    3s^2^3p^3^ ^4^S^o^_3/2_      3s^2^3p^2^(^3^P)3d ^4^P_5/2_                       1381.476  4  6 3.16E-01  0.102     F86
15 P I    3s^2^3p^3^ ^4^S^o^_3/2_      3s^2^3p^2^(^3^P)3d ^4^P_3/2_                       1379.428  4  4 2.19E-01 -0.057     F86
15 P I    3s^2^3p^3^ ^4^S^o^_3/2_      3s^2^3p^2^(^3^P)3d ^4^P_1/2_                       1377.073  4  2 1.10E-01 -0.357     F86
15 P II   3s^2^3p^2^ ^3^P_0_           3s3p^3^ ^3^D^o^_1_                     1532.51     1532.533  1  3 7.01E-03 -2.155     FFT06
15 P II   3s^2^3p^2^ ^3^P_0_           3s3p^3^ ^3^P^o^_1_                     1301.87     1301.874  1  3 2.11E-02 -1.676     FFT06
