lambda,Aki,fik,Acc,Ei,Ek,Type,
8453.3367,4.8e+06,6.4e-02,B+,78237.709,90067.357,,
8470.9177,1.92e+07,2.58e-01,B+,78237.709,90042.804,,
8471.5616,3.32e+07,3.57e-01,B+,78844.031,90648.230,,
8472.697,4.7e+04,5.e-04,D,54275.649,66078.272,,
8473.430,3.5e+06,4.5e-02,E,98445.410,110247.006,,
8492.4349,1.75e+07,2.53e-01,B+,78525.442,90300.628,,
8493.0244,2.95e+07,2.66e-01,B+,89924.150,101698.519,,
8501.9510,2.27e+07,3.69e-01,B+,78725.822,90487.827,,
8506.3377,9.3e+06,1.34e-01,B+,90638.823,102394.764,,
8507.650,2.6e+04,4.2e-04,D,91048.225,102802.353,,
8511.0147,1.44e+07,3.12e-01,B+,78844.031,90593.511,,
8517.4471,1.0e+06,1.6e-02,D+,90593.511,102334.140,,
8523.853,1.3e+05,1.5e-03,D+,91070.566,102802.353,,
8524.9042,6.2e+06,6.7e-02,B+,90300.628,102030.965,,
8557.4481,3.7e+06,4.1e-02,E,98294.909,109980.635,,
8579.480,7.0e+05,8.e-03,D+,90042.804,101698.519,,
8587.7988,3.8e+06,3.4e-02,C+,90386.533,102030.965,,
8595.191,1.0e+05,9.e-04,D+,91167.936,102802.353,,
8596.9000,2.4e+04,2.2e-04,D,98130.136,109762.239,,
8597.591,1.9e+05,2.1e-03,D+,90067.357,101698.519,,
8599.3977,1.6e+07,2.1e-01,D,98294.909,109923.631,,
8654.201,3.5e+05,3.3e-03,E,98294.909,109849.987,,
8669.099,3.4e+06,5.e-02,E,98445.410,109980.635,,
8672.7788,1.2e+07,1.1e-01,E,98445.410,109975.739,,
8680.9477,3.3e+04,3.7e-04,D,60445.279,71964.750,,
8692.250,1.7e+05,1.9e-03,D+,92432.098,103936.602,,
8700.470,2.8e+06,4.2e-02,C+,90901.130,102394.764,,
8703.549,9.e+05,1.0e-02,E,98130.136,109619.704,,
8720.428,2.2e+06,2.5e-02,D,98294.909,109762.239,,
8724.7599,8.9e+06,7.6e-02,B+,79439.496,90901.130,,
8724.8559,4.2e+07,5.5e-01,B+,98130.136,109591.643,,
8735.1443,1.5e+07,1.3e-01,E,98568.907,110016.915,,
8742.7019,2.8e+07,4.8e-01,D+,99068.465,110506.577,,
8744.883,5.2e+05,9.e-03,D+,90898.878,102334.140,,
8752.580,5.e+05,6.e-03,E,97507.414,108932.616,,
8760.8254,3.1e+07,1.8e-01,D+,98114.577,109529.028,,
8766.673,1.5e+06,1.7e-02,E,98568.907,109975.739,,
8768.410,1.9e+06,2.2e-02,D,98445.410,109849.987,,
8777.982,9.e+05,1.3e-02,D+,90638.823,102030.965,,
8811.3522,9.e+04,1.2e-03,E,98445.410,109794.406,,
8815.7911,2.6e+07,3.7e-01,D,98568.907,109912.188,,
8816.9389,3.0e+07,3.5e-01,D+,98114.577,109456.381,,
8822.421,3.5e+05,4.0e-03,D+,91208.892,102543.689,,
8830.1819,2.4e+07,3.2e-01,C,98294.909,109619.704,,
8831.291,2.6e+05,2.0e-03,D+,79885.523,91208.892,,
8836.3985,3.1e+07,4.4e-01,D,98445.410,109762.239,,
8840.1804,1.26e+06,1.47e-02,C+,90386.533,101698.519,,
8841.4897,1.9e+04,2.2e-04,D,92899.306,104209.618,,
8849.4684,3.3e+07,3.8e-01,E,97507.414,108807.527,,
8864.3986,1.1e+07,1.6e-01,D,98568.907,109849.987,,
8878.176,8.e+05,1.0e-02,D+,91070.566,102334.140,,
8888.614,9.e+05,1.1e-02,D+,90780.623,102030.965,,
8900.245,1.8e+04,2.2e-04,D,62158.126,73393.771,,
8907.224,5.3e+05,6.3e-03,D+,91167.936,102394.764,,
8929.1082,2.25e+07,2.02e-01,B+,79439.496,90638.823,,
8940.5120,4.3e+05,5.2e-03,D+,79885.523,91070.566,,
8955.5950,1.61e+06,1.45e-02,C+,91167.936,102334.140,,
8958.4025,1.2e+05,9.e-04,D+,79885.523,91048.225,,
8984.8587,8.e+05,1.3e-02,D+,90901.130,102030.965,,
8991.381,4.2e+04,5.e-04,D,97507.414,108629.175,,
8992.868,6.e+04,5.e-04,D,50212.836,61332.753,,
9012.511,1.6e+04,2.3e-04,D,99573.244,110668.928,,
9050.311,5.6e+05,3.4e-03,D+,92216.391,103265.738,,
9056.102,1.2e+05,2.0e-03,D+,93830.961,104873.232,,
9057.8153,1.0e+06,6.3e-03,D+,92225.549,103265.738,,
9064.4896,2.5e+05,3.1e-03,E,97507.414,108539.473,,
9072.9460,1.70e+07,1.05e-01,B+,80178.005,91199.776,,
9078.0294,1.91e+07,2.36e-01,B+,79885.523,90901.130,,
9079.8854,2.37e+07,1.95e-01,B+,79885.523,90898.878,,
9081.6396,2.8e+06,4.6e-02,D,97507.414,108518.643,,
9088.6514,3.2e+06,4.0e-02,D+,98568.907,109571.639,,
9097.6206,1.82e+07,1.80e-01,B+,77861.650,88853.535,,
9111.685,2.2e+04,2.2e-04,D,58631.623,69606.567,,
9114.5304,1.6e+04,1.5e-04,D,83713.583,94685.083,,
9116.9836,4.1e+06,3.4e-02,C+,91575.149,102543.689,,
9125.029,1.4e+05,2.6e-03,D+,91843.485,102802.353,,
9125.4395,2.28e+07,2.84e-01,B+,79439.496,90397.873,,
9131.6086,8.0e+06,1.00e-01,C+,92314.764,103265.738,,
9134.8924,2.13e+07,3.33e-01,B+,79439.496,90386.533,,
9158.3353,7.7e+06,9.7e-02,B+,78525.442,89444.455,,
9168.3276,2.2e+06,1.4e-02,D+,92358.625,103265.738,,
9174.2029,4.0e+06,5.0e-02,C+,78725.822,89625.951,,
9177.7993,7.e+06,7.e-02,E,99573.244,110469.101,,
9178.4387,2.98e+07,5.0e-01,B+,79885.523,90780.623,,
9180.3145,4.8e+06,6.1e-02,C+,92225.549,103118.421,,
9180.5784,3.04e+07,5.8e-01,B+,80178.005,91070.566,,
9182.0110,1.33e+07,1.68e-01,B+,78237.709,89128.569,,
9183.5400,2.0e+06,2.5e-02,E,98114.577,109003.621,,
9189.7045,2.30e+07,2.18e-01,B+,78237.709,89119.452,,
9191.0051,7.e+06,6.e-02,E,99688.355,110568.558,,
9195.8681,9.e+04,1.6e-03,D+,93830.961,104705.411,,
9199.4465,1.96e+07,2.49e-01,B+,80178.005,91048.225,,
9204.0117,2.7e+07,2.3e-01,C+,97507.414,108372.239,,
9205.5349,3.51e+06,4.5e-02,B+,91167.936,102030.965,,
9205.7017,3.11e+07,7.9e-01,B+,80346.060,91208.892,,
9206.6222,3.19e+07,4.1e-01,B+,77861.650,88723.398,,
9207.1444,1.39e+07,1.77e-01,B+,79439.496,90300.628,,
9213.4348,1.76e+07,2.25e-01,B+,80346.060,91199.776,,
9224.5589,1.7e+07,1.8e-01,E,99573.244,110413.870,,
9232.155,8.e+04,2.1e-03,D,94031.370,104863.080,,
9239.3635,1.10e+07,7.1e-02,C+,91843.485,102666.741,,
9242.4731,8.e+05,1.4e-02,D+,91575.149,102394.764,,
9243.6632,8.e+05,8.e-03,E,99688.355,110506.577,,
9243.8204,2.0e+07,3.8e-01,D+,98114.577,108932.616,,
9245.4281,7.0e+05,9.e-03,D+,91850.584,102666.741,,
9247.293,4.0e+04,7.e-04,D,50142.811,60956.781,,
9254.3257,2.60e+07,2.22e-01,B+,78525.442,89331.199,,
9256.1251,2.5e+06,6.4e-02,C+,92314.764,103118.421,,
9269.1169,1.2e+06,1.1e-02,D+,92329.905,103118.421,,
9273.798,1.8e+04,2.3e-04,D,69102.427,79885.523,,
9274.7867,5.7e+06,1.46e-01,C+,78844.031,89625.951,,
9275.7956,1.1e+07,1.4e-01,E,99688.355,110469.101,,
9278.928,1.1e+05,2.1e-03,D+,92225.549,103002.660,,
9294.5514,5.5e+06,7.2e-02,B+,91575.149,102334.140,,
9299.4708,1.34e+07,1.74e-01,B+,79885.523,90638.823,,
9299.8404,3.0e+04,3.9e-04,D,77861.650,88614.523,,
9306.1778,2.82e+07,1.83e-01,B+,78725.822,89471.372,,
9307.0815,1.0e+07,1.3e-01,E,99824.051,110568.558,,
9307.261,1.9e+06,1.6e-02,D+,79885.523,90629.811,,
9317.9607,5.e+05,8.e-03,E,97507.414,108239.375,,
9323.349,5.e+04,7.e-04,D,94031.370,104757.143,,
9323.5621,3.0e+06,3.9e-02,E,99688.355,110413.870,,
9324.7620,3.3e+05,8.e-03,E,99921.670,110645.805,,
9325.6398,1.37e+06,2.7e-02,C+,80178.005,90901.130,,
9327.5967,6.0e+06,7.8e-02,C+,80178.005,90898.878,,
9329.5477,4.9e+06,9.6e-02,B+,78725.822,89444.455,,
9345.6154,5.8e+06,7.6e-02,C+,91843.485,102543.689,,
9351.825,9.e+04,2.4e-03,D+,91850.584,102543.689,,
9351.9572,2.1e+06,4.0e-02,E,98114.577,108807.527,,
9361.086,2.0e+05,2.6e-03,E,99824.051,110506.577,,
9363.5761,4.3e+05,5.e-03,E,98130.136,108809.810,,
9368.7674,3.9e+06,6.e-02,E,99573.244,110247.006,,
9376.441,4.1e+05,1.1e-02,D+,92453.365,103118.421,,
9377.0704,2.2e+05,2.9e-03,E,98114.577,108778.889,,
9379.5577,7.1e+06,4.7e-02,C+,80178.005,90839.488,,
9394.0383,3.6e+05,6.e-03,E,99824.051,110469.101,,
9409.2317,2.06e+06,3.4e-02,C+,79439.496,90067.357,,
9409.6918,6.2e+06,8.2e-02,C+,78844.031,89471.372,,
9413.4225,8.e+05,1.1e-02,E,97507.414,108130.542,,
9419.8983,6.0e+06,8.0e-02,B+,78237.709,88853.535,,
9431.0195,1.13e+07,1.88e-01,B+,79439.496,90042.804,,
9431.1813,4.0e+06,7.1e-02,B+,78525.442,89128.569,,
9431.8391,1.6e+07,1.6e-01,E,99688.355,110290.739,,
9434.8252,2.0e+07,2.6e-01,E,98130.136,108729.162,,
9439.2960,2.6e+06,3.5e-02,C+,78525.442,89119.452,,
9439.9372,1.1e+07,1.5e-01,E,99573.244,110166.534,,
9443.0315,3.4e+05,6.e-03,E,99824.051,110413.870,,
9449.2701,1.2e+07,1.1e-01,E,99824.051,110406.879,,
9454.6400,2.4e+06,4.9e-02,C+,92225.549,102802.353,,
9457.1193,6.e+05,6.e-03,E,98294.909,108868.956,,
9459.3077,1.6e+06,1.7e-02,E,99573.244,110144.841,,
9467.469,4.0e+04,1.1e-03,D,49100.956,59663.440,,
9496.1498,7.3e+06,1.23e-01,B+,91167.936,101698.519,,
9498.2715,1.33e+06,1.80e-02,C+,92274.123,102802.353,,
9501.246,2.6e+05,2.3e-03,D+,92018.727,102543.689,,
9510.3136,1.7e+07,2.3e-01,E,98294.909,108809.810,,
9510.5857,2.6e+04,5.e-04,D,98114.577,108629.175,,
9512.6210,2.4e+06,4.4e-02,C+,79885.523,90397.873,,
9529.7727,2.5e+06,3.4e-02,D+,80346.060,90839.488,,
9532.2917,2.18e+06,4.4e-02,C+,91843.485,102334.140,,
9534.4171,7.e+06,9.e-02,E,99918.563,110406.879,,
9535.4624,6.5e+06,1.77e-01,B+,78844.031,89331.199,,
9536.7822,3.12e+06,5.3e-02,B+,78237.709,88723.398,,
9543.6435,8.e+05,1.4e-02,E,99688.355,110166.534,,
9548.862,2.1e+05,2.9e-03,D+,92329.905,102802.353,,
9549.3310,9.e+05,1.2e-02,E,99057.089,109529.028,,
9550.886,3.9e+05,2.7e-03,D+,80178.005,90648.230,,
9552.954,5.0e+04,8.e-04,D+,50157.475,60625.446,,
9554.1185,4.1e+06,6.e-02,E,99824.051,110290.739,,
9559.480,3.0e+05,6.2e-03,D+,80178.005,90638.823,,
9559.7148,3.3e+06,2.3e-02,E,99068.465,109529.028,,
9563.4422,1.7e+06,2.3e-02,E,99688.355,110144.841,,
9564.0545,3.81e+06,7.0e-02,B+,91575.149,102030.965,,
9575.1306,3.8e+05,8.e-03,D+,92358.625,102802.353,,
9575.2315,3.7e+04,5.e-04,D,46967.4751,57411.086,,
9592.4227,1.0e+06,2.1e-02,E,98114.577,108539.473,,
9593.0460,1.5e+05,2.5e-03,D+,93987.454,104411.671,,
9593.6639,1.5e+07,2.1e-01,D,98445.410,108868.956,,
9601.4406,2.4e+06,4.5e-02,C+,79885.523,90300.628,,
9608.5555,9.e+05,1.4e-02,E,99573.244,109980.635,,
9616.0410,2.4e+06,6.5e-02,D+,99057.089,109456.381,,
9621.2775,4.9e+06,1.03e-01,B+,78725.822,89119.452,,
9621.410,8.e+04,1.1e-03,D+,93987.454,104380.941,,
9634.4176,1.4e+06,2.5e-02,D,97507.414,107886.868,,
9636.8840,3.1e+05,5.4e-03,D+,78237.709,88614.523,,
9648.411,1.4e+05,2.3e-03,E,98445.410,108809.810,,
9658.3426,1.3e+07,1.5e-01,D,98130.136,108483.877,,
9663.8797,3.6e+05,4.1e-03,D+,77861.650,88209.461,,
9672.1672,3.6e+04,5.e-04,E,99573.244,109912.188,,
9673.3089,1.4e+07,1.9e-01,D,98568.907,108906.631,,
9682.3287,2.5e+06,4.6e-02,C+,78525.442,88853.535,,
9689.1808,3.4e+05,6.e-03,E,99824.051,110144.841,,
9694.2260,2.4e+05,3.3e-03,D+,92018.727,102334.140,,
9699.4885,2.04e+06,4.3e-02,C+,80178.005,90487.827,,
9708.697,2.0e+05,3.5e-03,E,98568.907,108868.956,,
9720.6439,9.e+05,1.3e-02,E,99688.355,109975.739,,
9730.7073,2.7e+05,3.8e-03,E,99573.244,109849.987,,
9731.2699,1.1e+07,1.2e-01,D,98294.909,108571.060,,
9748.8097,8.e+05,1.2e-02,E,98114.577,108372.239,,
9758.5239,1.0e+06,2.8e-02,D+,80346.060,90593.511,,
9776.2112,7.e+04,1.9e-03,D,92314.764,102543.689,,
9781.0676,3.8e+05,7.e-03,E,99688.355,109912.188,,
9781.7943,1.9e+05,2.1e-03,D+,92171.690,102394.764,,
9810.7848,9.e+05,1.3e-02,E,99824.051,110016.915,,
9814.5111,3.7e+05,6.e-03,E,99573.244,109762.239,,
9817.7411,8.e+06,1.0e-01,D,98445.410,108631.052,,
9823.1967,2.0e+05,2.1e-03,D+,92154.154,102334.140,,
9834.135,8.e+03,1.4e-04,D,100492.025,110660.690,,
9840.9391,1.4e+05,2.5e-03,E,99688.355,109849.987,,
9845.8725,3.2e+04,4.6e-04,D,49506.922,59663.440,,
9850.5787,3.0e+06,6.e-02,E,99824.051,109975.739,,
9875.909,1.3e+05,1.9e-03,E,98445.410,108571.060,,
9880.7956,8.e+05,1.5e-02,D+,92274.123,102394.764,,
9902.6051,4.0e+06,9.e-02,E,99918.563,110016.915,,
9923.279,2.4e+05,3.6e-03,E,98114.577,108191.894,,
9927.3009,1.3e+06,1.6e-02,D,98445.410,108518.643,,
9935.5616,8.6e+05,1.70e-02,C+,92329.905,102394.764,,
9938.234,1.4e+05,2.1e-03,E,98568.907,108631.052,,
9940.0918,9.e+06,1.0e-01,E,98568.907,108629.175,,
9977.6142,1.2e+05,2.4e-03,E,97507.414,107529.849,,
9984.0611,3.7e+05,8.e-03,E,98114.577,108130.542,,
9985.4673,6.e+05,6.e-03,E,100492.025,110506.577,,
10000.3389,7.6e+04,1.4e-03,D+,44232.5398,54232.201,,
10001.604,9.e+04,1.0e-03,E,99573.244,109571.639,,
10028.330,2.4e+05,3.6e-03,D+,78237.709,88209.461,,
10029.5199,3.7e+05,4.2e-03,E,98568.907,108539.473,,
10053.7589,5.e+05,1.6e-02,E,99057.089,109003.621,,
10057.243,3.7e+04,4.5e-04,D+,94057.727,104000.810,,
10077.9150,5.e+05,7.e-03,E,98294.909,108217.596,,
10078.7728,2.9e+05,4.4e-03,E,100492.025,110413.870,,
10108.2872,7.4e+04,1.1e-03,D+,94057.727,103950.602,,
10122.6095,1.2e+05,2.3e-03,D+,94057.727,103936.602,,
10124.723,7.3e+04,1.1e-03,D+,92154.154,102030.965,,
10137.7183,1.6e+06,3.7e-02,E,99068.465,108932.616,,
10176.3040,1.2e+04,2.3e-04,D,44446.9051,54273.656,,
10210.3704,3.1e+05,3.9e-03,E,98445.410,108239.375,,
10249.218,9.e+04,2.0e-03,D+,92274.123,102030.965,,
10267.929,2.4e+05,6.e-03,E,99068.465,108807.527,,
10271.1296,1.3e+06,2.1e-02,E,99057.089,108793.109,,
10276.7538,1.1e+05,1.4e-03,D+,92300.269,102030.965,,
10286.1618,3.2e+05,1.0e-02,E,99057.089,108778.889,,
10308.150,9.e+04,1.9e-03,D+,92329.905,102030.965,,
10310.6760,3.8e+05,7.e-03,E,99573.244,109271.932,,
10313.702,3.0e+04,6.e-04,D,94685.083,104380.941,,
10323.596,1.2e+04,2.9e-04,D,92647.591,102334.140,,
10326.2884,2.1e+05,4.5e-03,D+,78525.442,88209.461,,
10335.760,6.7e+04,1.1e-03,D+,54273.656,63948.803,,
10364.356,9.e+03,1.9e-04,D,94763.218,104411.671,,
10369.015,8.e+04,1.2e-03,D+,54232.201,63876.325,,
10405.6761,4.9e+05,8.e-03,D+,77861.650,87471.789,,
10426.7203,1.8e+06,2.5e-02,D+,98130.136,107720.879,,
10487.9944,1.1e+06,3.7e-02,E,99921.670,109456.381,,
10488.929,3.4e+05,5.6e-03,D+,78525.442,88059.304,,
10493.8215,8.e+03,1.3e-04,D,44753.8179,54283.236,,
10504.3812,5.0e+04,1.0e-03,D+,44753.8179,54273.656,,
10514.6655,1.3e+05,2.2e-03,E,97507.414,107017.932,,
10528.0343,8.e+03,1.8e-04,D,44784.7859,54283.236,,
10549.3765,1.32e+06,2.6e-02,C+,77861.650,87340.882,,
10591.591,9.e+04,1.2e-03,E,98445.410,107886.868,,
10661.8539,8.7e+05,1.23e-02,C+,98294.909,107674.140,,
10706.664,4.4e+04,3.8e-04,D,98114.577,107454.552,,
10748.3248,3.7e+05,6.e-03,E,99068.465,108372.239,,
10752.763,4.1e+05,7.1e-03,D+,78237.709,87537.646,,
10791.6524,9.e+04,1.4e-03,D+,92432.098,101698.519,,
10829.450,7.2e+05,1.59e-02,C+,78237.709,87471.789,,
10865.6283,4.5e+04,1.1e-03,D+,45079.9019,54283.236,,
10947.142,6.e+04,2.1e-03,E,99057.089,108191.894,,
10978.671,1.6e+04,2.8e-04,D,99824.051,108932.616,,
11007.2978,7.e+05,1.3e-02,E,97507.414,106592.294,,
11007.8333,3.7e+05,5.e-03,E,98445.410,107529.849,,
11052.7467,2.4e+05,4.5e-03,D+,78525.442,87572.959,,
11128.6385,4.5e+04,1.3e-03,D+,45289.8248,54275.649,,
11324.6596,9.e+04,1.7e-03,E,99688.355,108518.643,,
11354.592,3.3e+05,9.e-03,E,99824.051,108631.052,,
11417.730,6.6e+04,2.6e-03,D+,78844.031,87602.335,,
11473.9181,5.e+04,1.0e-03,E,99824.051,108539.473,,
11477.459,6.4e+04,8.e-04,D+,93830.961,102543.689,,
11568.2500,6.e+04,1.1e-03,E,99573.244,108217.596,,
11681.8779,2.3e+04,5.6e-04,D+,96062.057,104622.308,,
11694.5147,3.6e+04,7.e-04,E,99688.355,108239.375,,
11728.7725,2.6e+04,6.4e-04,D+,96239.416,104765.459,,
11747.680,2.0e+04,8.e-04,D,94031.370,102543.689,,
11760.309,3.2e+04,6.6e-04,D+,93830.961,102334.140,,
11980.8075,3.6e+04,5.9e-04,D+,93987.454,102334.140,,
12096.429,1.4e+05,3.0e-03,D+,83308.241,91575.149,,
12102.6767,2.2e+04,4.8e-04,D+,70314.624,78577.263,,
12115.650,2.5e+04,3.6e-04,D,100749.825,109003.621,,
12273.5001,1.1e+04,3.0e-04,D,99573.244,107720.879,,
12432.3820,2.9e+04,6.7e-04,D+,93987.454,102030.965,,
12451.077,2.1e+05,5.0e-03,D+,83136.508,91167.936,,
12522.256,1.0e+04,2.8e-04,D,99688.355,107674.140,,
12541.952,1.4e+04,2.7e-04,D,94057.727,102030.965,,
12617.561,1.4e+04,3.3e-04,D,83990.106,91915.570,,
12709.181,1.1e+04,2.1e-04,D,54283.236,62151.554,,
12724.9266,9.e+03,1.4e-04,D,94685.083,102543.689,,
12826.7718,6.e+03,1.3e-04,D,65696.053,73492.248,,
12867.0846,3.1e+04,1.0e-03,E,102394.764,110166.534,,
12881.9554,7.2e+05,1.79e-02,C+,83812.352,91575.149,,
12919.8511,2.0e+04,2.5e-04,D,83459.721,91199.776,,
12967.0335,8.9e+05,4.5e-02,C+,84131.624,91843.485,,
13052.6008,2.4e+04,6.2e-04,D+,70523.694,78185.004,,
13081.036,4.2e+05,8.e-03,D+,84685.245,92329.905,,
13081.9533,1.0e+05,2.6e-03,D+,83136.508,90780.623,,
13087.6514,3.7e+04,9.e-04,D+,94057.727,101698.519,,
13120.8322,2.0e+04,7.e-04,E,103039.222,110660.690,,
13166.550,9.e+03,3.4e-04,D,94739.136,102334.140,,
13177.1816,4.3e+05,8.e-03,D+,84685.245,92274.123,,
13183.8417,1.37e+06,5.4e-02,C+,83990.106,91575.149,,
13189.908,2.9e+05,6.e-03,E,102584.984,110166.534,,
13275.2238,8.e+04,1.8e-03,D+,82853.704,90386.533,,
13304.0336,2.42e+06,4.3e-02,B+,84326.967,91843.485,,
13354.021,1.1e+04,3.0e-04,D,102802.353,110290.739,,
13355.239,1.0e+05,1.8e-03,D+,84870.911,92358.625,,
13378.3720,8.e+04,2.9e-03,D+,71964.750,79439.496,,
13382.614,1.0e+05,3.7e-03,D+,83308.241,90780.623,,
13396.801,5.e+03,1.0e-04,D,65931.358,73395.831,,
13414.9803,2.22e+06,6.0e-02,B+,83713.583,91167.936,,
13422.5734,7.e+03,3.0e-04,D,103118.421,110568.558,,
13438.1164,2.48e+06,5.4e-02,B+,83726.416,91167.936,,
13452.714,3.9e+03,1.1e-04,D,99573.244,107006.684,,
13478.7916,2.18e+06,5.9e-02,B+,84424.422,91843.485,,
13499.2567,4.9e+05,1.34e-02,C+,82978.717,90386.533,,
13506.708,1.1e+05,2.2e-03,E,103102.849,110506.577,,
13507.673,6.9e+04,1.9e-03,D+,84870.911,92274.123,,
13548.3057,7.e+03,1.8e-04,D,66012.775,73393.771,,
13592.533,2.1e+04,4.3e-04,D+,83713.583,91070.566,,
13595.1073,1.11e+06,4.1e-02,B+,83812.352,91167.936,,
13596.8604,1.27e+06,2.4e-02,C+,84870.911,92225.549,,
13603.0018,3.8e+05,8.e-03,D+,83136.508,90487.827,,
13613.098,1.2e+04,4.4e-04,D,94685.083,102030.965,,
13619.363,1.2e+04,4.3e-04,D,102802.353,110144.841,,
13657.6364,2.4e+05,5.4e-03,D+,82978.717,90300.628,,
13673.255,1.1e+04,3.7e-04,D+,54273.656,61587.205,,
13682.5960,3.33e+06,7.0e-02,B+,84266.594,91575.149,,
13683.673,1.3e+05,2.8e-03,D+,84710.749,92018.727,,
13720.3256,8.e+03,2.3e-04,D,103118.421,110406.879,,
13726.3288,4.7e+05,9.e-03,D+,83308.241,90593.511,,
13762.5233,1.41e+06,2.00e-02,C+,85048.655,92314.764,,
13764.610,3.6e+03,9.e-05,D,102584.984,109849.987,,
13771.5204,1.9e+05,5.5e-03,D+,83136.508,90397.873,,
13793.0566,2.5e+05,9.0e-03,C+,83136.508,90386.533,,
13796.5610,3.6e+05,1.0e-02,D+,84326.967,91575.149,,
13862.601,3.8e+04,9.e-04,D+,82853.704,90067.357,,
13870.734,2.5e+04,7.e-04,E,102584.984,109794.406,,
13909.942,1.6e+05,3.8e-03,D+,82853.704,90042.804,,
13911.0910,6.6e+05,1.0e-02,D+,83459.721,90648.230,,
13928.3784,2.6e+05,7.5e-03,D+,83308.241,90487.827,,
13933.6088,4.2e+05,1.2e-02,D+,85048.655,92225.549,,
13942.4933,1.5e+04,6.e-04,D,103118.421,110290.739,,
13958.4509,1.6e+05,4.8e-03,D+,83136.508,90300.628,,
13984.5929,5.0e+05,2.18e-02,C+,84424.422,91575.149,,
13993.2785,3.2e+03,1.0e-04,D,92426.967,99573.244,,
14001.8050,1.0e+06,3.0e-02,D+,85172.826,92314.764,,
14003.3539,1.6e+04,7.e-04,D,74498.093,81639.253,,
14003.3539,1.9e+04,1.1e-03,D,103265.738,110406.879,,
14017.7962,2.6e+05,8.e-03,D+,83459.721,90593.511,,
14029.449,1.7e+04,6.7e-04,D+,74606.864,81734.733,,
14054.9422,5.e+03,1.5e-04,D,66377.315,73492.248,,
14105.0698,5.7e+05,1.7e-02,D+,83558.569,90648.230,,
14105.0698,2.1e+05,8.e-03,D+,83308.241,90397.873,,
14107.0779,9.e+04,2.6e-03,D+,82978.717,90067.357,,
14109.970,7.e+03,2.0e-04,D,102824.994,109912.188,,
14143.3791,2.03e+06,6.1e-02,B+,82853.704,89924.150,,
14150.1987,1.0e+05,3.1e-03,D+,83713.583,90780.623,,
14156.1107,3.4e+05,1.01e-02,C+,82978.717,90042.804,,
14178.932,4.4e+04,2.7e-03,D+,85172.826,92225.549,,
14181.676,2.3e+04,6.e-04,E,103617.577,110668.928,,
14214.7597,4.4e+05,2.7e-02,D+,83558.569,90593.511,,
14228.5841,4.7e+05,2.15e-02,C+,83459.721,90487.827,,
14234.888,1.3e+04,4.1e-04,E,102824.994,109849.987,,
14301.2700,2.0e+05,8.e-03,D+,83308.241,90300.628,,
14348.421,1.2e+04,4.3e-04,E,102824.994,109794.406,,
14397.9500,4.0e+05,1.50e-02,C+,82978.717,89924.150,,
14418.974,6.e+03,2.3e-04,D,94763.218,101698.519,,
14428.2495,4.9e+04,1.9e-03,D+,83136.508,90067.357,,
14466.924,3.4e+05,5.4e-03,D+,84938.265,91850.584,,
14473.5281,2.3e+05,7.e-03,E,103597.409,110506.577,,
14479.5422,1.9e+05,7.4e-03,D+,83136.508,90042.804,,
14482.6258,6.e+03,1.5e-04,D,99573.244,106478.067,,
14489.9373,4.7e+05,1.46e-02,C+,84266.594,91167.936,,
14513.995,1.3e+05,3.0e-03,D+,84685.245,91575.149,,
14532.402,1.9e+04,8.e-04,D+,54275.649,61156.827,,
14617.8144,5.7e+05,2.4e-02,C+,84326.967,91167.936,,
14626.579,1.1e+05,3.0e-03,E,103832.057,110668.928,,
14670.377,1.1e+05,5.e-03,E,103597.409,110413.870,,
14672.832,2.6e+03,1.0e-04,D,103165.320,109980.635,,
14685.727,6.e+04,2.2e-03,E,103102.849,109912.188,,
14746.7443,1.7e+05,3.8e-03,D+,83812.352,90593.511,,
14761.7916,1.4e+05,3.5e-03,D+,83713.583,90487.827,,
14819.2889,2.0e+05,8.e-03,D,103600.428,110348.401,,
14819.8022,4.4e+03,2.0e-04,D,102802.353,109550.081,,
14821.096,1.1e+05,4.3e-03,E,103102.849,109849.987,,
14828.8528,1.0e+04,3.2e-04,D,84326.967,91070.566,,
14857.0202,5.e+05,1.7e-02,D,103617.577,110348.401,,
14911.552,1.3e+04,5.4e-04,D+,54283.236,60989.444,,
14943.1626,3.6e+05,9.e-03,E,103814.552,110506.577,,
14960.473,1.2e+05,4.0e-03,D+,83713.583,90397.873,,
14980.2065,2.2e+05,7.5e-03,D+,83812.352,90487.827,,
15014.7502,2.5e+05,8.4e-03,C+,83726.416,90386.533,,
15019.2482,1.8e+05,3.0e-03,D+,83990.106,90648.230,,
15072.6425,1.0e+05,2.6e-03,D+,84266.594,90901.130,,
15119.563,1.1e+04,4.4e-04,D+,54273.656,60887.606,,
15139.230,1.1e+04,4.4e-04,D+,54232.201,60837.560,,
15143.7021,1.8e+05,6.2e-03,D+,83990.106,90593.511,,
15149.109,2.1e+05,1.1e-02,D+,85728.846,92329.905,,
15153.064,2.6e+04,9.e-04,E,103814.552,110413.870,,
15181.3119,2.3e+05,8.0e-03,C+,83713.583,90300.628,,
15183.8959,5.5e+05,9.e-03,D+,85728.846,92314.764,,
15210.951,4.9e+04,1.4e-03,D+,83726.416,90300.628,,
15229.719,1.9e+05,6.e-03,E,103600.428,110166.534,,
15273.0670,8.e+04,2.8e-03,E,103921.637,110469.101,,
