sp  lambda    f      gamma      c  level
H2O 1239.382  0.0044 100000000  0  1_01
H2O 1240.153  0.0060 100000000  0  1_01
H2O 1240.281  0.0010 100000000  0  2_02
H2O 1240.431  0.0059 100000000  0  3_03
H2O 1242.017  0.0020 100000000  0  3_12
H2O 1242.283  0.0019 100000000  0  3_21
