nu,a,elower,gp,gpp,statep,statepp,nu-err,nu-ref
10.701575,5.087e-05,607.577,376,392,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=23;K=7;rovibSym=E1,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=24;K=6;rovibSym=E1,5,569
10.716108,4.43e-06,656.425,248,264,ElecStateLabel=X;v12=1;J=15;K=8;rovibSym=A+,ElecStateLabel=X;v12=1;J=16;K=7;rovibSym=A+,5,569
10.716108,4.43e-06,656.425,248,264,ElecStateLabel=X;v12=1;J=15;K=8;rovibSym=A-,ElecStateLabel=X;v12=1;J=16;K=7;rovibSym=A-,5,569
10.748751,0.0003685,72.57,152,152,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=9;K=1;rovibSym=A-,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=9;K=0;rovibSym=A+,5,569
10.751473,3.895e-10,5.49,24,24,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=1;K=1;rovibSym=E1,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=1;K=1;rovibSym=E2,5,569
10.752011,7.792e-10,8.717,40,40,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=2;K=1;rovibSym=E1,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=2;K=1;rovibSym=E2,5,569
10.75316,2.227e-09,13.556,56,56,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=3;K=1;rovibSym=E1,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=3;K=1;rovibSym=E2,5,569
10.755327,4.333e-09,20.009,72,72,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=4;K=1;rovibSym=E1,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=4;K=1;rovibSym=E2,5,569
10.759056,7.098e-09,28.073,88,88,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=5;K=1;rovibSym=E1,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=5;K=1;rovibSym=E2,5,569
10.763533,4.923e-05,614.704,376,392,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=23;K=7;rovibSym=E2,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=24;K=6;rovibSym=E2,5,569
10.765024,9.024e-09,37.749,104,104,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=6;K=1;rovibSym=E1,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=6;K=1;rovibSym=E2,5,569
10.774042,1.307e-08,49.035,120,120,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=7;K=1;rovibSym=E1,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=7;K=1;rovibSym=E2,5,569
10.786666,3.148e-05,760.303,392,392,ElecStateLabel=X;v12=1;J=24;K=3;rovibSym=E1,ElecStateLabel=X;v12=1;J=24;K=2;rovibSym=E1,5,569
10.787046,1.62e-08,61.93,136,136,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=8;K=1;rovibSym=E1,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=8;K=1;rovibSym=E2,5,569
10.805096,2.081e-08,76.433,152,152,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=9;K=1;rovibSym=E1,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=9;K=1;rovibSym=E2,5,569
10.829363,2.654e-08,92.543,168,168,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=10;K=1;rovibSym=E1,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=10;K=1;rovibSym=E2,5,569
10.85177,6.81e-06,1000.96,312,296,ElecStateLabel=X;v12=1;J=19;K=11;rovibSym=A+,ElecStateLabel=X;v12=1;J=18;K=12;rovibSym=A+,5,569
10.85177,6.81e-06,1000.96,312,296,ElecStateLabel=X;v12=1;J=19;K=11;rovibSym=A-,ElecStateLabel=X;v12=1;J=18;K=12;rovibSym=A-,5,569
10.855346,6.47e-11,472.076,248,264,ElecStateLabel=X;v12=1;J=15;K=3;rovibSym=E1,ElecStateLabel=X;v12=1;J=16;K=2;rovibSym=E2,5,569
10.861124,3.143e-08,110.258,184,184,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=11;K=1;rovibSym=E1,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=11;K=1;rovibSym=E2,5,569
10.863848,1.228e-05,488.444,392,376,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=24;K=2;rovibSym=E1,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=23;K=3;rovibSym=E2,5,569
10.864629,4.386e-05,756.276,392,408,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=24;K=9;rovibSym=E1,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=25;K=8;rovibSym=E1,5,569
10.867193,1.129e-06,202.075,232,248,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=14;K=3;rovibSym=E2,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=15;K=0;rovibSym=E1,5,569
10.895224,0.0003798,88.686,168,168,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=10;K=1;rovibSym=A-,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=10;K=0;rovibSym=A+,5,569
10.896815,1.35e-06,226.775,264,248,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=16;K=2;rovibSym=E2,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=15;K=3;rovibSym=E1,5,569
10.901739,3.574e-08,129.577,200,200,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=12;K=1;rovibSym=E1,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=12;K=1;rovibSym=E2,5,569
10.906255,0.0001291,81.637,168,152,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=10;K=1;rovibSym=E2,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=9;K=0;rovibSym=E1,5,569
10.918129,5.852e-05,141.08,200,184,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=12;K=2;rovibSym=A-,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=11;K=3;rovibSym=A-,5,569
10.921154,5.641e-05,331.612,280,296,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=17;K=5;rovibSym=A+,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=18;K=4;rovibSym=A+,5,569
10.922246,5.644e-05,331.611,280,296,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=17;K=5;rovibSym=A-,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=18;K=4;rovibSym=A-,5,569
10.923787,5.625e-05,202.572,216,232,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=13;K=4;rovibSym=E1,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=14;K=3;rovibSym=E1,5,569
10.927398,6.307e-05,539.276,392,376,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=24;K=4;rovibSym=E1,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=23;K=5;rovibSym=E1,5,569
10.93464,7.566e-08,314.112,312,312,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=19;K=2;rovibSym=E2,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=19;K=0;rovibSym=E1,5,569
10.952637,3.813e-08,150.497,216,216,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=13;K=1;rovibSym=E1,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=13;K=1;rovibSym=E2,5,569
10.956552,6.305e-05,362.241,328,312,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=20;K=3;rovibSym=A+,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=19;K=4;rovibSym=A+,5,569
10.983862,3.352e-05,721.746,376,376,ElecStateLabel=X;v12=1;J=23;K=3;rovibSym=E1,ElecStateLabel=X;v12=1;J=23;K=2;rovibSym=E1,5,569
10.995371,6.038e-05,141.079,200,184,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=12;K=2;rovibSym=A+,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=11;K=3;rovibSym=A+,5,569
11.01529,4.046e-08,173.017,232,232,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=14;K=1;rovibSym=E1,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=14;K=1;rovibSym=E2,5,569
11.019483,6.438e-05,362.239,328,312,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=20;K=3;rovibSym=A-,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=19;K=4;rovibSym=A-,5,569
11.034097,5.389e-05,90.632,136,152,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=8;K=3;rovibSym=E2,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=9;K=2;rovibSym=E2,5,569
11.048323,5.238e-05,211.8,264,248,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=16;K=1;rovibSym=E2,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=15;K=2;rovibSym=E2,5,569
11.057729,0.0003926,106.409,184,184,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=11;K=1;rovibSym=A-,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=11;K=0;rovibSym=A+,5,569
11.072009,9.852e-06,539.144,216,200,ElecStateLabel=X;v12=1;J=13;K=7;rovibSym=E1,ElecStateLabel=X;v12=1;J=12;K=8;rovibSym=E1,5,569
11.091186,4.139e-08,197.135,248,248,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=15;K=1;rovibSym=E1,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=15;K=1;rovibSym=E2,5,569
11.107582,6.332e-05,415.98,360,344,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=22;K=2;rovibSym=E2,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=21;K=3;rovibSym=E2,5,569
11.136532,8.044e-07,76.102,152,136,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=9;K=1;rovibSym=E1,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=8;K=2;rovibSym=E2,5,569
11.151958,1.998e-05,659.134,344,360,ElecStateLabel=X;v12=1;J=21;K=5;rovibSym=E1,ElecStateLabel=X;v12=1;J=22;K=4;rovibSym=E1,5,569
11.15527,5.552e-05,207.413,56,40,ElecStateLabel=X;v12=1;J=3;K=0;rovibSym=E1,ElecStateLabel=X;v12=1;J=2;K=1;rovibSym=E1,5,569
11.162138,3.545e-05,684.79,360,360,ElecStateLabel=X;v12=1;J=22;K=3;rovibSym=E1,ElecStateLabel=X;v12=1;J=22;K=2;rovibSym=E1,5,569
11.163647,0.0001456,735.2,408,392,ElecStateLabel=X;v12=1;J=25;K=3;rovibSym=E2,ElecStateLabel=X;v12=1;J=24;K=2;rovibSym=E2,5,569
11.173417,3.423e-08,104.236,184,168,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=11;K=0;rovibSym=E1,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=10;K=2;rovibSym=E1,5,569
11.178459,1.876e-09,13.963,56,40,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=3;K=2;rovibSym=E1,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=2;K=0;rovibSym=E1,5,569
11.178856,2.692e-05,19.87,40,56,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=2;K=2;rovibSym=A-,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=3;K=1;rovibSym=A-,5,569
11.181802,3.851e-08,222.849,264,264,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=16;K=1;rovibSym=E1,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=16;K=1;rovibSym=E2,5,569
11.186492,8.775e-08,67.15,120,136,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=7;K=3;rovibSym=E1,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=8;K=0;rovibSym=E1,5,569
11.193811,0.0001627,43.694,120,104,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=7;K=1;rovibSym=A+,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=6;K=1;rovibSym=A+,5,569
11.197797,5.636e-05,735.252,408,424,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=25;K=8;rovibSym=A-,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=26;K=7;rovibSym=A-,5,569
11.197797,5.636e-05,735.252,408,424,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=25;K=8;rovibSym=A+,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=26;K=7;rovibSym=A+,5,569
11.203905,1.792e-06,478.482,392,376,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=24;K=0;rovibSym=E1,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=23;K=3;rovibSym=E1,5,569
11.222371,3.63e-05,328.108,232,248,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=14;K=7;rovibSym=A+,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=15;K=6;rovibSym=A+,5,569
11.222371,3.63e-05,328.108,232,248,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=14;K=7;rovibSym=A-,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=15;K=6;rovibSym=A-,5,569
11.236611,0.0004069,125.737,200,200,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=12;K=1;rovibSym=A-,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=12;K=0;rovibSym=A+,5,569
11.245642,1.58e-05,31.596,56,72,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=3;K=3;rovibSym=E1,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=4;K=2;rovibSym=E1,5,569
11.251032,0.0001652,259.825,120,104,ElecStateLabel=X;v12=1;J=7;K=1;rovibSym=A+,ElecStateLabel=X;v12=1;J=6;K=1;rovibSym=A+,5,569
11.256576,4.492e-05,359.21,120,104,ElecStateLabel=X;v12=1;J=7;K=6;rovibSym=A+,ElecStateLabel=X;v12=1;J=6;K=6;rovibSym=A+,5,569
11.256576,4.492e-05,359.21,120,104,ElecStateLabel=X;v12=1;J=7;K=6;rovibSym=A-,ElecStateLabel=X;v12=1;J=6;K=6;rovibSym=A-,5,569
11.257472,4.334e-05,376.743,120,104,ElecStateLabel=X;v12=1;J=7;K=6;rovibSym=E2,ElecStateLabel=X;v12=1;J=6;K=6;rovibSym=E2,5,569
11.258424,0.0001377,323.907,120,104,ElecStateLabel=X;v12=1;J=7;K=3;rovibSym=E1,ElecStateLabel=X;v12=1;J=6;K=3;rovibSym=E1,5,569
11.258698,2.556e-09,279.056,280,296,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=17;K=3;rovibSym=E2,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=18;K=1;rovibSym=E2,5,569
11.259324,8.127e-05,326.086,120,104,ElecStateLabel=X;v12=1;J=7;K=5;rovibSym=A+,ElecStateLabel=X;v12=1;J=6;K=5;rovibSym=A+,5,569
11.259324,8.127e-05,326.086,120,104,ElecStateLabel=X;v12=1;J=7;K=5;rovibSym=A-,ElecStateLabel=X;v12=1;J=6;K=5;rovibSym=A-,5,569
11.260512,0.0001126,286.354,120,104,ElecStateLabel=X;v12=1;J=7;K=4;rovibSym=E1,ElecStateLabel=X;v12=1;J=6;K=4;rovibSym=E1,5,569
11.261299,0.0001555,287.209,120,104,ElecStateLabel=X;v12=1;J=7;K=2;rovibSym=E2,ElecStateLabel=X;v12=1;J=6;K=2;rovibSym=E2,5,569
11.261477,4.291e-05,445.458,120,104,ElecStateLabel=X;v12=1;J=7;K=6;rovibSym=E1,ElecStateLabel=X;v12=1;J=6;K=6;rovibSym=E1,5,569
11.261478,0.0001371,258.03,120,104,ElecStateLabel=X;v12=1;J=7;K=3;rovibSym=E2,ElecStateLabel=X;v12=1;J=6;K=3;rovibSym=E2,5,569
11.26198,0.0001547,241.381,120,104,ElecStateLabel=X;v12=1;J=7;K=2;rovibSym=A+,ElecStateLabel=X;v12=1;J=6;K=2;rovibSym=A+,5,569
11.262313,0.0001547,241.381,120,104,ElecStateLabel=X;v12=1;J=7;K=2;rovibSym=A-,ElecStateLabel=X;v12=1;J=6;K=2;rovibSym=A-,5,569
11.262537,0.0001654,236.378,120,104,ElecStateLabel=X;v12=1;J=7;K=1;rovibSym=E1,ElecStateLabel=X;v12=1;J=6;K=1;rovibSym=E1,5,569
11.262587,0.0001691,242.705,120,104,ElecStateLabel=X;v12=1;J=7;K=0;rovibSym=E1,ElecStateLabel=X;v12=1;J=6;K=0;rovibSym=E1,5,569
11.262658,0.0001137,315.559,120,104,ElecStateLabel=X;v12=1;J=7;K=4;rovibSym=E2,ElecStateLabel=X;v12=1;J=6;K=4;rovibSym=E2,5,569
11.262731,8.229e-05,413.377,120,104,ElecStateLabel=X;v12=1;J=7;K=5;rovibSym=E2,ElecStateLabel=X;v12=1;J=6;K=5;rovibSym=E2,5,569
11.262965,0.0001378,309.104,120,104,ElecStateLabel=X;v12=1;J=7;K=3;rovibSym=A+,ElecStateLabel=X;v12=1;J=6;K=3;rovibSym=A+,5,569
11.262965,0.0001378,309.104,120,104,ElecStateLabel=X;v12=1;J=7;K=3;rovibSym=A-,ElecStateLabel=X;v12=1;J=6;K=3;rovibSym=A-,5,569
11.263499,0.0001555,311.735,120,104,ElecStateLabel=X;v12=1;J=7;K=2;rovibSym=E1,ElecStateLabel=X;v12=1;J=6;K=2;rovibSym=E1,5,569
11.263975,0.0001139,368.154,120,104,ElecStateLabel=X;v12=1;J=7;K=4;rovibSym=A+,ElecStateLabel=X;v12=1;J=6;K=4;rovibSym=A+,5,569
11.263975,0.0001139,368.154,120,104,ElecStateLabel=X;v12=1;J=7;K=4;rovibSym=A-,ElecStateLabel=X;v12=1;J=6;K=4;rovibSym=A-,5,569
11.263975,8.279e-05,332.049,120,104,ElecStateLabel=X;v12=1;J=7;K=5;rovibSym=E1,ElecStateLabel=X;v12=1;J=6;K=5;rovibSym=E1,5,569
11.264711,0.0001654,321.108,120,104,ElecStateLabel=X;v12=1;J=7;K=1;rovibSym=E2,ElecStateLabel=X;v12=1;J=6;K=1;rovibSym=E2,5,569
11.266087,0.0001691,328.252,120,104,ElecStateLabel=X;v12=1;J=7;K=0;rovibSym=A+,ElecStateLabel=X;v12=1;J=6;K=0;rovibSym=A+,5,569
11.269066,6.041e-05,458.539,328,344,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=20;K=6;rovibSym=E2,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=21;K=5;rovibSym=E2,5,569
11.273446,0.0001662,259.892,120,104,ElecStateLabel=X;v12=1;J=7;K=1;rovibSym=A-,ElecStateLabel=X;v12=1;J=6;K=1;rovibSym=A-,5,569
11.278619,0.0001696,42.988,120,104,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=7;K=0;rovibSym=E1,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=6;K=0;rovibSym=E1,5,569
11.285962,0.0001666,37.749,120,104,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=7;K=1;rovibSym=E2,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=6;K=1;rovibSym=E2,5,569
11.287962,4.481e-05,158.155,120,104,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=7;K=6;rovibSym=E1,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=6;K=6;rovibSym=E1,5,569
11.288099,0.0001701,33.876,120,104,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=7;K=0;rovibSym=A+,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=6;K=0;rovibSym=A+,5,569
11.288563,3.478e-08,250.157,280,280,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=17;K=1;rovibSym=E1,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=17;K=1;rovibSym=E2,5,569
11.288841,4.509e-05,165.213,120,104,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=7;K=6;rovibSym=E2,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=6;K=6;rovibSym=E2,5,569
11.289221,4.494e-05,168.514,120,104,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=7;K=6;rovibSym=A+,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=6;K=6;rovibSym=A+,5,569
11.289221,4.494e-05,168.514,120,104,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=7;K=6;rovibSym=A-,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=6;K=6;rovibSym=A-,5,569
11.289694,8.301e-05,120.071,120,104,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=7;K=5;rovibSym=E2,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=6;K=5;rovibSym=E2,5,569
11.29032,8.3e-05,128.453,120,104,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=7;K=5;rovibSym=E1,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=6;K=5;rovibSym=E1,5,569
11.290689,8.346e-05,129.721,120,104,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=7;K=5;rovibSym=A+,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=6;K=5;rovibSym=A+,5,569
11.290689,8.346e-05,129.721,120,104,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=7;K=5;rovibSym=A-,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=6;K=5;rovibSym=A-,5,569
11.291281,0.0001142,94.975,120,104,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=7;K=4;rovibSym=E2,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=6;K=4;rovibSym=E2,5,569
11.291566,0.0001145,89.72,120,104,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=7;K=4;rovibSym=A-,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=6;K=4;rovibSym=A-,5,569
11.291566,0.0001145,89.72,120,104,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=7;K=4;rovibSym=A+,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=6;K=4;rovibSym=A+,5,569
11.291573,0.0001572,60.09,120,104,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=7;K=2;rovibSym=A-,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=6;K=2;rovibSym=A-,5,569
11.292154,0.000115,100.602,120,104,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=7;K=4;rovibSym=E1,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=6;K=4;rovibSym=E1,5,569
11.292505,0.0001385,68.493,120,104,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=7;K=3;rovibSym=A+,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=6;K=3;rovibSym=A+,5,569
11.292586,0.0001385,68.493,120,104,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=7;K=3;rovibSym=A-,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=6;K=3;rovibSym=A-,5,569
11.293144,0.0001396,77.468,120,104,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=7;K=3;rovibSym=E2,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=6;K=3;rovibSym=E2,5,569
11.29392,0.0001391,67.043,120,104,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=7;K=3;rovibSym=E1,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=6;K=3;rovibSym=E1,5,569
11.294981,0.0001711,48.514,120,104,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=7;K=1;rovibSym=E1,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=6;K=1;rovibSym=E1,5,569
11.295812,0.0001574,60.096,120,104,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=7;K=2;rovibSym=A+,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=6;K=2;rovibSym=A+,5,569
11.298537,0.0001549,49.349,120,104,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=7;K=2;rovibSym=E1,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=6;K=2;rovibSym=E1,5,569
11.298581,0.0001568,51.889,120,104,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=7;K=2;rovibSym=E2,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=6;K=2;rovibSym=E2,5,569
11.322052,3.726e-05,649.437,344,344,ElecStateLabel=X;v12=1;J=21;K=3;rovibSym=E1,ElecStateLabel=X;v12=1;J=21;K=2;rovibSym=E1,5,569
11.34589,2.779e-05,19.703,40,56,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=2;K=2;rovibSym=A+,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=3;K=1;rovibSym=A+,5,569
11.354311,4.97e-05,342.533,264,280,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=16;K=6;rovibSym=A+,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=17;K=5;rovibSym=A+,5,569
11.354311,4.97e-05,342.533,264,280,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=16;K=6;rovibSym=A-,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=17;K=5;rovibSym=A-,5,569
11.357839,7.842e-08,346.073,328,328,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=20;K=2;rovibSym=E2,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=20;K=0;rovibSym=E1,5,569
11.363995,0.00011,297.401,184,168,ElecStateLabel=X;v12=1;J=11;K=1;rovibSym=E1,ElecStateLabel=X;v12=1;J=10;K=0;rovibSym=E1,5,569
11.3884,0.0001713,44.278,120,104,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=7;K=1;rovibSym=A-,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=6;K=1;rovibSym=A-,5,569
11.412817,3.022e-08,279.056,296,296,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=18;K=1;rovibSym=E1,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=18;K=1;rovibSym=E2,5,569
11.431977,6.782e-05,668.991,328,312,ElecStateLabel=X;v12=1;J=20;K=6;rovibSym=E2,ElecStateLabel=X;v12=1;J=19;K=7;rovibSym=E2,5,569
11.432237,0.0004229,146.67,216,216,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=13;K=1;rovibSym=A-,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=13;K=0;rovibSym=A+,5,569
11.441442,1.11e-07,30.764,88,72,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=5;K=2;rovibSym=E2,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=4;K=1;rovibSym=E1,5,569
