obs_wl_vac(A)|Aki(s^-1)|Acc|Ei(cm-1)|Ek(cm-1)|conf_i|term_i|J_i|conf_k|term_k|J_k|Type|
9361.086|2.0e+05|E|99824.051|110506.577|3d6.(3F2).5s|f 4F|5/2|3d6.(3P2).5p|4D*|5/2||
9363.5761|4.3e+05|E|98130.136|108809.810|3d6.(3H).5s|e 4H|13/2|3d5.(4G).4s.(5G).4p|4H*|11/2||
9368.7674|3.9e+06|E|99573.244|110247.006|3d6.(3F2).5s|f 4F|9/2|3d6.(3H).5p|2I*|11/2||
9376.441|4.1e+05|D+|92453.365|103118.421|3d6.(3F1).4p|4D*|1/2|3d6.(5D).6s|4D|3/2||
9377.0704|2.2e+05|E|98114.577|108778.889|3d6.(3P2).5s|4P|3/2|3d5.(2F1).4s.4p.(3P*)|4F*|3/2||
9379.5577|7.1e+06|C+|80178.005|90839.488|3d6.(5D).5s|e 4D|3/2|3d6.(3P1).4p|4P*|1/2||
9394.0383|3.6e+05|E|99824.051|110469.101|3d6.(3F2).5s|f 4F|5/2|3d6.(3F2).5p|4D*|7/2||
9409.2317|2.06e+06|C+|79439.496|90067.357|3d6.(5D).5s|e 4D|7/2|3d6.(3F1).4p|4G*|9/2||
9409.6918|6.2e+06|C+|78844.031|89471.372|3d6.(5D).5s|e 6D|1/2|3d6.(5D).5p|6D*|1/2||
9413.4225|8.e+05|E|97507.414|108130.542|3d6.(3P2).5s|4P|5/2|3d5.(4F).4s.4p.(3P*)|6D*|5/2||
9419.8983|6.0e+06|B+|78237.709|88853.535|3d6.(5D).5s|e 6D|7/2|3d6.(5D).5p|6D*|7/2||
9431.0195|1.13e+07|B+|79439.496|90042.804|3d6.(5D).5s|e 4D|7/2|3d6.(5D).5p|4F*|9/2||
9431.1813|4.0e+06|B+|78525.442|89128.569|3d6.(5D).5s|e 6D|5/2|3d5.(4P).4s.4p.(3P*)|6P*|7/2||
9431.8391|1.6e+07|E|99688.355|110290.739|3d6.(3F2).5s|f 4F|7/2|3d6.(3F1).5p|4D*|5/2||
9434.8252|2.0e+07|E|98130.136|108729.162|3d6.(3H).5s|e 4H|13/2|3d6.(3H).5p|4H*|13/2||
9439.2960|2.6e+06|C+|78525.442|89119.452|3d6.(5D).5s|e 6D|5/2|3d6.(5D).5p|6D*|5/2||
9439.9372|1.1e+07|E|99573.244|110166.534|3d6.(3F2).5s|f 4F|9/2|3d6.(3F2).5p|4F*|9/2||
9443.0315|3.4e+05|E|99824.051|110413.870|3d6.(3F2).5s|f 4F|5/2|3d6.(3H).5p|2G*|7/2||
9449.2701|1.2e+07|E|99824.051|110406.879|3d6.(3F2).5s|f 4F|5/2|3d6.(3F2).5p|4F*|3/2||
9454.6400|2.4e+06|C+|92225.549|102802.353|3d6.(5D).5p|4P*|3/2|3d6.(5D).6s|4D|5/2||
9457.1193|6.e+05|E|98294.909|108868.956|3d6.(3H).5s|e 4H|11/2|3d6.(3H).5p|4H*|9/2||
9459.3077|1.6e+06|E|99573.244|110144.841|3d6.(3F2).5s|f 4F|9/2|3d6.(3F2).5p|4F*|7/2||
9467.469|4.0e+04|D|49100.956|59663.440|3d6.(3P1).4s|c 4P|1/2|3d6.(3P2).4p|z 4S*|3/2||
9496.1498|7.3e+06|B+|91167.936|101698.519|3d6.(5D).5p|w 6P*|7/2|3d6.(5D).6s|6D|9/2||
9498.2715|1.33e+06|C+|92274.123|102802.353|3d6.(3P1).4p|4P*|5/2|3d6.(5D).6s|4D|5/2||
9501.246|2.6e+05|D+|92018.727|102543.689|3d5.(4D).4s.4p.(3P*)|6F*|5/2|3d6.(5D).6s|6D|3/2||
9510.3136|1.7e+07|E|98294.909|108809.810|3d6.(3H).5s|e 4H|11/2|3d5.(4G).4s.(5G).4p|4H*|11/2||
9510.5857|2.6e+04|D|98114.577|108629.175|3d6.(3P2).5s|4P|3/2|3d5.(4G).4s.4p.(1P*)|4G*|5/2||
9512.6210|2.4e+06|C+|79885.523|90397.873|3d6.(5D).5s|e 4D|5/2|3d6.(5D).5p|4D*|7/2||
9529.7727|2.5e+06|D+|80346.060|90839.488|3d6.(5D).5s|e 4D|1/2|3d6.(3P1).4p|4P*|1/2||
9532.2917|2.18e+06|C+|91843.485|102334.140|3d6.(5D).5p|w 6P*|3/2|3d6.(5D).6s|6D|5/2||
9534.4171|7.e+06|E|99918.563|110406.879|3d6.(3F2).5s|f 4F|3/2|3d6.(3F2).5p|4F*|3/2||
9535.4624|6.5e+06|B+|78844.031|89331.199|3d6.(5D).5s|e 6D|1/2|3d6.(5D).5p|6D*|3/2||
9536.7822|3.12e+06|B+|78237.709|88723.398|3d6.(5D).5s|e 6D|7/2|3d6.(5D).5p|6D*|9/2||
9543.6435|8.e+05|E|99688.355|110166.534|3d6.(3F2).5s|f 4F|7/2|3d6.(3F2).5p|4F*|9/2||
9548.862|2.1e+05|D+|92329.905|102802.353|3d5.(4G).4s.4p.(3P*)|v 4F*|5/2|3d6.(5D).6s|4D|5/2||
9549.3310|9.e+05|E|99057.089|109529.028|3d6.(3P2).5s|4P|1/2|3d6.(3P2).5p|4P*|1/2||
9550.886|3.9e+05|D+|80178.005|90648.230|3d6.(5D).5s|e 4D|3/2|3d6.(5D).5p|6F*|1/2||
9552.954|5.0e+04|D+|50157.475|60625.446|3d6.(3F1).4s|c 4F|9/2|3d6.(3H).4p|z 4G*|11/2||
9554.1185|4.1e+06|E|99824.051|110290.739|3d6.(3F2).5s|f 4F|5/2|3d6.(3F1).5p|4D*|5/2||
9559.480|3.0e+05|D+|80178.005|90638.823|3d6.(5D).5s|e 4D|3/2|3d6.(5D).5p|4D*|5/2||
9559.7148|3.3e+06|E|99068.465|109529.028|3d6.(3P2).5s|2P|3/2|3d6.(3P2).5p|4P*|1/2||
9563.4422|1.7e+06|E|99688.355|110144.841|3d6.(3F2).5s|f 4F|7/2|3d6.(3F2).5p|4F*|7/2||
9564.0545|3.81e+06|B+|91575.149|102030.965|3d6.(5D).5p|w 6P*|5/2|3d6.(5D).6s|6D|7/2||
9575.1306|3.8e+05|D+|92358.625|102802.353|3d5.(4G).4s.4p.(3P*)|v 4F*|3/2|3d6.(5D).6s|4D|5/2||
9575.2315|3.7e+04|D|46967.4751|57411.086|3d6.(5D).4p|z 4P*|5/2|3d5.4s2|d 4P|5/2||
9592.4227|1.0e+06|E|98114.577|108539.473|3d6.(3P2).5s|4P|3/2|3d5.(2F1).4s.4p.(3P*)|4F*|5/2||
9593.0460|1.5e+05|D+|93987.454|104411.671|3d5.(4D).4s.4p.(3P*)|6D*|7/2|3d6.(5D).5d|6D|9/2||
9593.6639|1.5e+07|D|98445.410|108868.956|3d6.(3H).5s|e 4H|9/2|3d6.(3H).5p|4H*|9/2||
9601.4406|2.4e+06|C+|79885.523|90300.628|3d6.(5D).5s|e 4D|5/2|3d6.(5D).5p|6F*|7/2||
9608.5555|9.e+05|E|99573.244|109980.635|3d6.(3F2).5s|f 4F|9/2|3d5.(2H).4s.4p.(3P*)|4H*|11/2||
9616.0410|2.4e+06|D+|99057.089|109456.381|3d6.(3P2).5s|4P|1/2|3d6.(3P2).5p|4P*|3/2||
9621.2775|4.9e+06|B+|78725.822|89119.452|3d6.(5D).5s|e 6D|3/2|3d6.(5D).5p|6D*|5/2||
9621.410|8.e+04|D+|93987.454|104380.941|3d5.(4D).4s.4p.(3P*)|6D*|7/2|3d6.(5D).5d|6F|7/2||
9634.4176|1.4e+06|D|97507.414|107886.868|3d6.(3P2).5s|4P|5/2|3d5.(4F).4s.4p.(3P*)|6D*|7/2||
9636.8840|3.1e+05|D+|78237.709|88614.523|3d6.(5D).5s|e 6D|7/2|3d5.(4P).4s.4p.(3P*)|6D*|9/2||
9648.411|1.4e+05|E|98445.410|108809.810|3d6.(3H).5s|e 4H|9/2|3d5.(4G).4s.(5G).4p|4H*|11/2||
9658.3426|1.3e+07|D|98130.136|108483.877|3d6.(3H).5s|e 4H|13/2|3d6.(3H).5p|4G*|11/2||
9663.8797|3.6e+05|D+|77861.650|88209.461|3d6.(5D).5s|e 6D|9/2|3d5.(4P).4s.4p.(3P*)|6D*|7/2||
9672.1672|3.6e+04|E|99573.244|109912.188|3d6.(3F2).5s|f 4F|9/2|3d6.(3H).5p|4I*|9/2||
9673.3089|1.4e+07|D|98568.907|108906.631|3d6.(3H).5s|e 4H|7/2|3d5.(4G).4s.4p.(1P*)|4H*|7/2||
9682.3287|2.5e+06|C+|78525.442|88853.535|3d6.(5D).5s|e 6D|5/2|3d6.(5D).5p|6D*|7/2||
9689.1808|3.4e+05|E|99824.051|110144.841|3d6.(3F2).5s|f 4F|5/2|3d6.(3F2).5p|4F*|7/2||
9694.2260|2.4e+05|D+|92018.727|102334.140|3d5.(4D).4s.4p.(3P*)|6F*|5/2|3d6.(5D).6s|6D|5/2||
9699.4885|2.04e+06|C+|80178.005|90487.827|3d6.(5D).5s|e 4D|3/2|3d6.(5D).5p|6F*|5/2||
9708.697|2.0e+05|E|98568.907|108868.956|3d6.(3H).5s|e 4H|7/2|3d6.(3H).5p|4H*|9/2||
9720.6439|9.e+05|E|99688.355|109975.739|3d6.(3F2).5s|f 4F|7/2|3d6.(3H).5p|4G*|7/2||
9730.7073|2.7e+05|E|99573.244|109849.987|3d6.(3F2).5s|f 4F|9/2|3d5.(2H).4s.4p.(3P*)|4G*|9/2||
9731.2699|1.1e+07|D|98294.909|108571.060|3d6.(3H).5s|e 4H|11/2|3d6.(3H).5p|4G*|9/2||
9748.8097|8.e+05|E|98114.577|108372.239|3d6.(3P2).5s|4P|3/2|3d6.(3P2).5p|4S*|3/2||
9758.5239|1.0e+06|D+|80346.060|90593.511|3d6.(5D).5s|e 4D|1/2|3d6.(5D).5p|6F*|3/2||
9776.2112|7.e+04|D|92314.764|102543.689|3d6.(5D).5p|4P*|1/2|3d6.(5D).6s|6D|3/2||
9781.0676|3.8e+05|E|99688.355|109912.188|3d6.(3F2).5s|f 4F|7/2|3d6.(3H).5p|4I*|9/2||
9781.7943|1.9e+05|D+|92171.690|102394.764|3d6.(3F1).4p|u 2G*|9/2|3d6.(5D).6s|4D|7/2||
9810.7848|9.e+05|E|99824.051|110016.915|3d6.(3F2).5s|f 4F|5/2|3d6.(3H).5p|4G*|5/2||
9814.5111|3.7e+05|E|99573.244|109762.239|3d6.(3F2).5s|f 4F|9/2|3d6.(3H).5p|4I*|11/2||
9817.7411|8.e+06|D|98445.410|108631.052|3d6.(3H).5s|e 4H|9/2|3d5.(4G).4s.4p.(1P*)|4G*|7/2||
9823.1967|2.0e+05|D+|92154.154|102334.140|3d5.(4D).4s.4p.(3P*)|6F*|7/2|3d6.(5D).6s|6D|5/2||
9834.135|8.e+03|D|100492.025|110660.690|3d6.(3F2).5s|e 2F|7/2|3d5.(2F1).4s.4p.(3P*)|2G*|9/2||
9840.9391|1.4e+05|E|99688.355|109849.987|3d6.(3F2).5s|f 4F|7/2|3d5.(2H).4s.4p.(3P*)|4G*|9/2||
9845.8725|3.2e+04|D|49506.922|59663.440|3d6.(3P1).4s|c 4P|3/2|3d6.(3P2).4p|z 4S*|3/2||
9850.5787|3.0e+06|E|99824.051|109975.739|3d6.(3F2).5s|f 4F|5/2|3d6.(3H).5p|4G*|7/2||
9875.909|1.3e+05|E|98445.410|108571.060|3d6.(3H).5s|e 4H|9/2|3d6.(3H).5p|4G*|9/2||
9880.7956|8.e+05|D+|92274.123|102394.764|3d6.(3P1).4p|4P*|5/2|3d6.(5D).6s|4D|7/2||
9902.6051|4.0e+06|E|99918.563|110016.915|3d6.(3F2).5s|f 4F|3/2|3d6.(3H).5p|4G*|5/2||
9923.279|2.4e+05|E|98114.577|108191.894|3d6.(3P2).5s|4P|3/2|3d5.(4F).4s.4p.(3P*)|6D*|3/2||
9927.3009|1.3e+06|D|98445.410|108518.643|3d6.(3H).5s|e 4H|9/2|3d5.(2F1).4s.4p.(3P*)|4F*|7/2||
9935.5616|8.6e+05|C+|92329.905|102394.764|3d5.(4G).4s.4p.(3P*)|v 4F*|5/2|3d6.(5D).6s|4D|7/2||
9938.234|1.4e+05|E|98568.907|108631.052|3d6.(3H).5s|e 4H|7/2|3d5.(4G).4s.4p.(1P*)|4G*|7/2||
9940.0918|9.e+06|E|98568.907|108629.175|3d6.(3H).5s|e 4H|7/2|3d5.(4G).4s.4p.(1P*)|4G*|5/2||
9977.6142|1.2e+05|E|97507.414|107529.849|3d6.(3P2).5s|4P|5/2|3d6.(5D).6p|6F*|7/2||
9984.0611|3.7e+05|E|98114.577|108130.542|3d6.(3P2).5s|4P|3/2|3d5.(4F).4s.4p.(3P*)|6D*|5/2||
9985.4673|6.e+05|E|100492.025|110506.577|3d6.(3F2).5s|e 2F|7/2|3d6.(3P2).5p|4D*|5/2||
10000.3389|7.6e+04|D+|44232.5398|54232.201|3d6.(5D).4p|z 4F*|9/2|3d5.4s2|b 4G|11/2||
10001.604|9.e+04|E|99573.244|109571.639|3d6.(3F2).5s|f 4F|9/2|3d5.(2G2).4s.4p.(3P*)|4H*|7/2||
10028.330|2.4e+05|D+|78237.709|88209.461|3d6.(5D).5s|e 6D|7/2|3d5.(4P).4s.4p.(3P*)|6D*|7/2||
10029.5199|3.7e+05|E|98568.907|108539.473|3d6.(3H).5s|e 4H|7/2|3d5.(2F1).4s.4p.(3P*)|4F*|5/2||
10053.7589|5.e+05|E|99057.089|109003.621|3d6.(3P2).5s|4P|1/2|3d5.(2F1).4s.4p.(3P*)|4D*|3/2||
10057.243|3.7e+04|D+|94057.727|104000.810|3d5.(4D).4s.4p.(3P*)|6D*|9/2|3d6.(5D).5d|6P|7/2||
10077.9150|5.e+05|E|98294.909|108217.596|3d6.(3H).5s|e 4H|11/2|3d5.(2F1).4s.4p.(3P*)|4F*|9/2||
10078.7728|2.9e+05|E|100492.025|110413.870|3d6.(3F2).5s|e 2F|7/2|3d6.(3H).5p|2G*|7/2||
10108.2872|7.4e+04|D+|94057.727|103950.602|3d5.(4D).4s.4p.(3P*)|6D*|9/2|3d6.(5D).5d|6F|9/2||
10122.6095|1.2e+05|D+|94057.727|103936.602|3d5.(4D).4s.4p.(3P*)|6D*|9/2|3d6.(5D).5d|6F|11/2||
10124.723|7.3e+04|D+|92154.154|102030.965|3d5.(4D).4s.4p.(3P*)|6F*|7/2|3d6.(5D).6s|6D|7/2||
10137.7183|1.6e+06|E|99068.465|108932.616|3d6.(3P2).5s|2P|3/2|3d6.(3P2).5p|2D*|5/2||
10176.3040|1.2e+04|D|44446.9051|54273.656|3d6.(5D).4p|z 4D*|7/2|3d5.4s2|b 4G|9/2||
10210.3704|3.1e+05|E|98445.410|108239.375|3d6.(3H).5s|e 4H|9/2|3d5.(2F1).4s.4p.(3P*)|4D*|7/2||
10249.218|9.e+04|D+|92274.123|102030.965|3d6.(3P1).4p|4P*|5/2|3d6.(5D).6s|6D|7/2||
10267.929|2.4e+05|E|99068.465|108807.527|3d6.(3P2).5s|2P|3/2|3d6.(3P2).5p|4P*|5/2||
10271.1296|1.3e+06|E|99057.089|108793.109|3d6.(3P2).5s|4P|1/2|3d5.(2F1).4s.4p.(3P*)|4D*|1/2||
10276.7538|1.1e+05|D+|92300.269|102030.965|3d5.(4D).4s.4p.(3P*)|6F*|9/2|3d6.(5D).6s|6D|7/2||
10286.1618|3.2e+05|E|99057.089|108778.889|3d6.(3P2).5s|4P|1/2|3d5.(2F1).4s.4p.(3P*)|4F*|3/2||
10308.150|9.e+04|D+|92329.905|102030.965|3d5.(4G).4s.4p.(3P*)|v 4F*|5/2|3d6.(5D).6s|6D|7/2||
10310.6760|3.8e+05|E|99573.244|109271.932|3d6.(3F2).5s|f 4F|9/2|3d5.(2I).4s.4p.(3P*)|2I*|11/2||
10313.702|3.0e+04|D|94685.083|104380.941|3d5.(4D).4s.4p.(3P*)|6P*|5/2|3d6.(5D).5d|6F|7/2||
10323.596|1.2e+04|D|92647.591|102334.140|3d6.(3F1).4p|4D*|3/2|3d6.(5D).6s|6D|5/2||
10326.2884|2.1e+05|D+|78525.442|88209.461|3d6.(5D).5s|e 6D|5/2|3d5.(4P).4s.4p.(3P*)|6D*|7/2||
10335.760|6.7e+04|D+|54273.656|63948.803|3d5.4s2|b 4G|9/2|3d6.(3F2).4p|y 4G*|9/2||
10364.356|9.e+03|D|94763.218|104411.671|3d5.(4D).4s.4p.(3P*)|6P*|7/2|3d6.(5D).5d|6D|9/2||
10369.015|8.e+04|D+|54232.201|63876.325|3d5.4s2|b 4G|11/2|3d6.(3F2).4p|y 4G*|11/2||
10405.6761|4.9e+05|D+|77861.650|87471.789|3d6.(5D).5s|e 6D|9/2|3d5.(4G).4s.4p.(3P*)|y 6F*|9/2||
10426.7203|1.8e+06|D+|98130.136|107720.879|3d6.(3H).5s|e 4H|13/2|3d5.(2F1).4s.4p.(3P*)|4G*|11/2||
10487.9944|1.1e+06|E|99921.670|109456.381|3d6.(3P2).5s|2P|1/2|3d6.(3P2).5p|4P*|3/2||
10488.929|3.4e+05|D+|78525.442|88059.304|3d6.(5D).5s|e 6D|5/2|3d5.(4P).4s.4p.(3P*)|6D*|5/2||
10493.8215|8.e+03|D|44753.8179|54283.236|3d6.(5D).4p|z 4F*|7/2|3d5.4s2|b 4G|7/2||
10504.3812|5.0e+04|D+|44753.8179|54273.656|3d6.(5D).4p|z 4F*|7/2|3d5.4s2|b 4G|9/2||
10514.6655|1.3e+05|E|97507.414|107017.932|3d6.(3P2).5s|4P|5/2|3d5.(2D3).4s.4p.(3P*)|4D*|5/2||
10528.0343|8.e+03|D|44784.7859|54283.236|3d6.(5D).4p|z 4D*|5/2|3d5.4s2|b 4G|7/2||
10549.3765|1.32e+06|C+|77861.650|87340.882|3d6.(5D).5s|e 6D|9/2|3d5.(4G).4s.4p.(3P*)|y 6F*|11/2||
10591.591|9.e+04|E|98445.410|107886.868|3d6.(3H).5s|e 4H|9/2|3d5.(4F).4s.4p.(3P*)|6D*|7/2||
10661.8539|8.7e+05|C+|98294.909|107674.140|3d6.(3H).5s|e 4H|11/2|3d5.(2F1).4s.4p.(3P*)|4G*|9/2||
10706.664|4.4e+04|D|98114.577|107454.552|3d6.(3P2).5s|4P|3/2|3d5.(2D3).4s.4p.(3P*)|4D*|1/2||
10748.3248|3.7e+05|E|99068.465|108372.239|3d6.(3P2).5s|2P|3/2|3d6.(3P2).5p|4S*|3/2||
10752.763|4.1e+05|D+|78237.709|87537.646|3d6.(5D).5s|e 6D|7/2|3d5.(4G).4s.4p.(3P*)|y 6F*|7/2||
10791.6524|9.e+04|D+|92432.098|101698.519|3d5.(4D).4s.4p.(3P*)|6F*|11/2|3d6.(5D).6s|6D|9/2||
10829.450|7.2e+05|C+|78237.709|87471.789|3d6.(5D).5s|e 6D|7/2|3d5.(4G).4s.4p.(3P*)|y 6F*|9/2||
10865.6283|4.5e+04|D+|45079.9019|54283.236|3d6.(5D).4p|z 4F*|5/2|3d5.4s2|b 4G|7/2||
10947.142|6.e+04|E|99057.089|108191.894|3d6.(3P2).5s|4P|1/2|3d5.(4F).4s.4p.(3P*)|6D*|3/2||
10978.671|1.6e+04|D|99824.051|108932.616|3d6.(3F2).5s|f 4F|5/2|3d6.(3P2).5p|2D*|5/2||
11007.2978|7.e+05|E|97507.414|106592.294|3d6.(3P2).5s|4P|5/2|3d5.(2D3).4s.4p.(3P*)|4P*|5/2||
11007.8333|3.7e+05|E|98445.410|107529.849|3d6.(3H).5s|e 4H|9/2|3d6.(5D).6p|6F*|7/2||
11052.7467|2.4e+05|D+|78525.442|87572.959|3d6.(5D).5s|e 6D|5/2|3d5.(4G).4s.4p.(3P*)|y 6F*|5/2||
11128.6385|4.5e+04|D+|45289.8248|54275.649|3d6.(5D).4p|z 4F*|3/2|3d5.4s2|b 4G|5/2||
11324.6596|9.e+04|E|99688.355|108518.643|3d6.(3F2).5s|f 4F|7/2|3d5.(2F1).4s.4p.(3P*)|4F*|7/2||
11354.592|3.3e+05|E|99824.051|108631.052|3d6.(3F2).5s|f 4F|5/2|3d5.(4G).4s.4p.(1P*)|4G*|7/2||
11417.730|6.6e+04|D+|78844.031|87602.335|3d6.(5D).5s|e 6D|1/2|3d5.(4P).4s.4p.(3P*)|6D*|3/2||
11473.9181|5.e+04|E|99824.051|108539.473|3d6.(3F2).5s|f 4F|5/2|3d5.(2F1).4s.4p.(3P*)|4F*|5/2||
11477.459|6.4e+04|D+|93830.961|102543.689|3d5.(4D).4s.4p.(3P*)|6D*|5/2|3d6.(5D).6s|6D|3/2||
11568.2500|6.e+04|E|99573.244|108217.596|3d6.(3F2).5s|f 4F|9/2|3d5.(2F1).4s.4p.(3P*)|4F*|9/2||
11681.8779|2.3e+04|D+|96062.057|104622.308|3d5.(4G).4s.4p.(3P*)|2H*|11/2|3d6.(3H).4d|2I|13/2||
11694.5147|3.6e+04|E|99688.355|108239.375|3d6.(3F2).5s|f 4F|7/2|3d5.(2F1).4s.4p.(3P*)|4D*|7/2||
11728.7725|2.6e+04|D+|96239.416|104765.459|3d5.(4G).4s.4p.(3P*)|2H*|9/2|3d6.(3H).4d|2I|11/2||
11747.680|2.0e+04|D|94031.370|102543.689|3d5.(4D).4s.4p.(3P*)|6D*|1/2|3d6.(5D).6s|6D|3/2||
11760.309|3.2e+04|D+|93830.961|102334.140|3d5.(4D).4s.4p.(3P*)|6D*|5/2|3d6.(5D).6s|6D|5/2||
11980.8075|3.6e+04|D+|93987.454|102334.140|3d5.(4D).4s.4p.(3P*)|6D*|7/2|3d6.(5D).6s|6D|5/2||
12096.429|1.4e+05|D+|83308.241|91575.149|3d6.(5D).4d|e 6F|5/2|3d6.(5D).5p|w 6P*|5/2||
12102.6767|2.2e+04|D+|70314.624|78577.263|3d6.(3G).4p|x 2G*|9/2|3d5.4s2|2G2|9/2||
12115.650|2.5e+04|D|100749.825|109003.621|3d6.(3F2).5s|e 2F|5/2|3d5.(2F1).4s.4p.(3P*)|4D*|3/2||
12273.5001|1.1e+04|D|99573.244|107720.879|3d6.(3F2).5s|f 4F|9/2|3d5.(2F1).4s.4p.(3P*)|4G*|11/2||
12432.3820|2.9e+04|D+|93987.454|102030.965|3d5.(4D).4s.4p.(3P*)|6D*|7/2|3d6.(5D).6s|6D|7/2||
12451.077|2.1e+05|D+|83136.508|91167.936|3d6.(5D).4d|e 6F|7/2|3d6.(5D).5p|w 6P*|7/2||
12522.256|1.0e+04|D|99688.355|107674.140|3d6.(3F2).5s|f 4F|7/2|3d5.(2F1).4s.4p.(3P*)|4G*|9/2||
12541.952|1.4e+04|D|94057.727|102030.965|3d5.(4D).4s.4p.(3P*)|6D*|9/2|3d6.(5D).6s|6D|7/2||
12617.561|1.4e+04|D|83990.106|91915.570|3d6.(5D).4d|6D|3/2|3d5.(4D).4s.4p.(3P*)|6F*|3/2||
12709.181|1.1e+04|D|54283.236|62151.554|3d5.4s2|b 4G|7/2|3d6.(3F2).4p|y 4F*|5/2||
12724.9266|9.e+03|D|94685.083|102543.689|3d5.(4D).4s.4p.(3P*)|6P*|5/2|3d6.(5D).6s|6D|3/2||
12826.7718|6.e+03|D|65696.053|73492.248|3d6.(3G).4p|x 4G*|9/2|3d5.4s2|4F|7/2||
12867.0846|3.1e+04|E|102394.764|110166.534|3d6.(5D).6s|4D|7/2|3d6.(3F2).5p|4F*|9/2||
12881.9554|7.2e+05|C+|83812.352|91575.149|3d6.(5D).4d|6D|5/2|3d6.(5D).5p|w 6P*|5/2||
12919.8511|2.0e+04|D|83459.721|91199.776|3d6.(5D).4d|e 6F|3/2|3d6.(5D).5p|4D*|1/2||
12967.0335|8.9e+05|C+|84131.624|91843.485|3d6.(5D).4d|6D|1/2|3d6.(5D).5p|w 6P*|3/2||
13052.6008|2.4e+04|D+|70523.694|78185.004|3d6.(3G).4p|x 2G*|7/2|3d5.4s2|2G2|7/2||
13081.036|4.2e+05|D+|84685.245|92329.905|3d6.(5D).4d|f 4D|7/2|3d5.(4G).4s.4p.(3P*)|v 4F*|5/2||
13081.9533|1.0e+05|D+|83136.508|90780.623|3d6.(5D).4d|e 6F|7/2|3d6.(5D).5p|4F*|7/2||
13087.6514|3.7e+04|D+|94057.727|101698.519|3d5.(4D).4s.4p.(3P*)|6D*|9/2|3d6.(5D).6s|6D|9/2||
13120.8322|2.0e+04|E|103039.222|110660.690|3d6.(3G).5s|f 4G|7/2|3d5.(2F1).4s.4p.(3P*)|2G*|9/2||
13166.550|9.e+03|D|94739.136|102334.140|3d5.(4P).4s.4p.(3P*)|4P*|3/2|3d6.(5D).6s|6D|5/2||
13177.1816|4.3e+05|D+|84685.245|92274.123|3d6.(5D).4d|f 4D|7/2|3d6.(3P1).4p|4P*|5/2||
13183.8417|1.37e+06|C+|83990.106|91575.149|3d6.(5D).4d|6D|3/2|3d6.(5D).5p|w 6P*|5/2||
13189.908|2.9e+05|E|102584.984|110166.534|3d6.(3G).5s|f 4G|11/2|3d6.(3F2).5p|4F*|9/2||
13275.2238|8.e+04|D+|82853.704|90386.533|3d6.(5D).4d|e 6F|11/2|3d6.(5D).5p|6F*|9/2||
13304.0336|2.42e+06|B+|84326.967|91843.485|3d6.(5D).4d|6P|5/2|3d6.(5D).5p|w 6P*|3/2||
13354.021|1.1e+04|D|102802.353|110290.739|3d6.(5D).6s|4D|5/2|3d6.(3F1).5p|4D*|5/2||
13355.239|1.0e+05|D+|84870.911|92358.625|3d6.(5D).4d|f 4D|5/2|3d5.(4G).4s.4p.(3P*)|v 4F*|3/2||
13378.3720|8.e+04|D+|71964.750|79439.496|3d6.(3D).4p|w 4P*|5/2|3d6.(5D).5s|e 4D|7/2||
13382.614|1.0e+05|D+|83308.241|90780.623|3d6.(5D).4d|e 6F|5/2|3d6.(5D).5p|4F*|7/2||
13396.801|5.e+03|D|65931.358|73395.831|3d6.(3G).4p|x 4G*|7/2|3d5.4s2|4F|5/2||
13414.9803|2.22e+06|B+|83713.583|91167.936|3d6.(5D).4d|6D|7/2|3d6.(5D).5p|w 6P*|7/2||
13422.5734|7.e+03|D|103118.421|110568.558|3d6.(5D).6s|4D|3/2|3d6.(3F2).5p|4F*|5/2||
13438.1164|2.48e+06|B+|83726.416|91167.936|3d6.(5D).4d|6D|9/2|3d6.(5D).5p|w 6P*|7/2||
13452.714|3.9e+03|D|99573.244|107006.684|3d6.(3F2).5s|f 4F|9/2|3d5.(2I).4s.4p.(3P*)|2H*|9/2||
13478.7916|2.18e+06|B+|84424.422|91843.485|3d6.(5D).4d|6P|3/2|3d6.(5D).5p|w 6P*|3/2||
13499.2567|4.9e+05|C+|82978.717|90386.533|3d6.(5D).4d|e 6F|9/2|3d6.(5D).5p|6F*|9/2||
13506.708|1.1e+05|E|103102.849|110506.577|3d6.(3P2).4d|4D|7/2|3d6.(3P2).5p|4D*|5/2||
13507.673|6.9e+04|D+|84870.911|92274.123|3d6.(5D).4d|f 4D|5/2|3d6.(3P1).4p|4P*|5/2||
13548.3057|7.e+03|D|66012.775|73393.771|3d6.(3G).4p|x 4F*|9/2|3d5.4s2|4F|9/2||
13592.533|2.1e+04|D+|83713.583|91070.566|3d6.(5D).4d|6D|7/2|3d6.(5D).5p|4F*|5/2||
13595.1073|1.11e+06|B+|83812.352|91167.936|3d6.(5D).4d|6D|5/2|3d6.(5D).5p|w 6P*|7/2||
13596.8604|1.27e+06|C+|84870.911|92225.549|3d6.(5D).4d|f 4D|5/2|3d6.(5D).5p|4P*|3/2||
13603.0018|3.8e+05|D+|83136.508|90487.827|3d6.(5D).4d|e 6F|7/2|3d6.(5D).5p|6F*|5/2||
13613.098|1.2e+04|D|94685.083|102030.965|3d5.(4D).4s.4p.(3P*)|6P*|5/2|3d6.(5D).6s|6D|7/2||
