23 11   8245.14 3.07E-04 1.65E-03
23 14  14195.52 6.30E-02 9.44E-03
23 15  14607.83 2.74E-02 4.72E-03
23 19  46362.79 1.70E-02 2.34E-03
24  8   5412.65 5.48E-01 8.52E-03
24  9   5495.82 2.94E-01 5.03E-03
24 11   7740.14 8.43E-04 3.20E-03
24 12   7916.99 7.90E-04 9.62E-04
24 14  12761.98 2.52E-03 9.47E-04
24 15  13094.24 2.06E-02 3.88E-03
24 16  13503.95 1.16E-02 1.82E-03
24 19  33919.03 9.35E-02 8.20E-03
24 20  41289.55 1.74E-02 1.52E-03
24 23 126375.01 1.00E-02 4.94E-03
25  2   4889.62 2.98E-01 4.93E-02
25  3   4958.22 4.67E-03 7.31E-04
25  4   5006.62 2.31E-02 3.85E-03
25  6   5273.35 4.51E-01 4.67E-02
25  7   5433.13 1.40E-01 9.41E-03
25  8   5556.29 2.78E-02 1.90E-03
25  9   5643.97 3.14E-03 3.43E-04
25 10   7764.68 2.77E-02 4.45E-03
25 11   8037.25 9.55E-03 2.14E-03
25 12   8228.1  7.45E-03 1.05E-03
25 15  13967.74 5.86E-03 4.98E-03
26  3   4728.07 3.25E-01 6.53E-02
26  4   4772.06 1.69E-02 3.30E-03
26  5   4798.27 4.76E-02 9.58E-03
26  7   5158.   2.89E-01 3.85E-02
26  8   5268.87 1.88E-01 2.39E-02
26  9   5347.65 5.63E-02 6.70E-03
26 10   7214.71 3.73E-03 1.96E-03
26 12   7613.12 9.45E-03 1.73E-03
26 13   7710.78 4.59E-03 1.27E-03
26 14  11990.51 6.85E-03 7.17E-03
26 16  12643.19 2.32E-03 3.53E-03
26 18  18368.23 3.01E-02 8.52E-02
26 19  28965.77 2.49E-03 4.69E-03
26 25 101859.9  1.51E-02 1.28E-03
27  4   4639.67 3.21E-01 5.39E-02
27  5   4664.44 1.01E-01 1.66E-02
27  8   5107.94 2.24E-01 2.48E-02
27  9   5181.95 3.10E-01 3.25E-02
27 11   7131.76 4.59E-03 2.15E-03
27 12   7281.63 5.53E-03 1.35E-03
27 13   7370.92 1.14E-02 1.95E-03
27 15  11442.88 3.45E-03 3.86E-03
27 19  24689.46 2.31E-03 4.52E-03
27 20  28376.58 7.94E-03 1.43E-02
27 26 167235.27 6.23E-03 6.96E-04
28  1   4704.20 0.224    0.02
28  6   5158.80 0.746    0.06
29  6   5111.63 2.24E-01 2.02E-02
29  7   5261.62 7.46E-01 6.02E-02
29 17  17897.94 2.90E-02 7.82E-02
30  1   4632.27 4.85E-03 4.91E-03
30  6   5072.39 5.28E-02 1.20E-02
30  7   5220.06 2.69E-01 8.18E-03
30  8   5333.65 6.61E-01 2.58E-02
30 17  17425.99 9.69E-03 2.63E-02
30 18  19180.23 1.68E-03 3.13E-03
31  2   4687.55 1.26E-03 1.49E-03
31  6   5039.08 3.59E-03 1.20E-03
31  7   5184.79 4.74E-02 1.05E-02
31  8   5296.83 2.22E-01 4.54E-02
31  9   5376.45 7.04E-01 8.86E-03
31 17  17039.06 4.15E-06 4.58E-06
31 18  18712.52 1.65E-03 2.99E-03
32  1   4416.27 4.19E-01 4.52E-02
32  2   4492.63 5.60E-02 5.96E-03
32  6   4814.53 4.37E-01 4.75E-02
32  7   4947.37 5.93E-02 7.74E-03
32 10   6809.23 2.34E-02 2.55E-03
32 14  10910.71 4.31E-03 7.04E-04
33  1   4382.74 6.03E-02 7.49E-03
33  2   4457.94 3.00E-01 3.49E-02
33  3   4514.9  7.06E-02 7.88E-03
33  6   4774.72 1.61E-01 1.56E-02
33  7   4905.34 2.83E-01 2.61E-02
33  8   5005.51 9.86E-02 1.15E-02
33 10   6729.86 1.75E-02 2.22E-03
33 11   6933.66 2.08E-03 2.38E-04
33 14  10708.35 1.94E-03 3.33E-04
33 15  10941.31 3.41E-03 7.11E-04
34  2   4432.45 7.08E-02 9.60E-03
34  3   4488.75 1.98E-01 2.66E-02
34  4   4528.38 5.81E-02 7.76E-03
34  6   4745.48 1.99E-02 1.52E-03
34  7   4874.48 2.71E-01 2.08E-02
34  8   4973.39 2.22E-01 1.51E-02
34  9   5043.52 1.12E-01 1.25E-02
34 10   6671.92 6.44E-03 8.50E-04
34 11   6872.18 3.19E-02 4.38E-03
34 12   7011.23 2.85E-03 3.77E-04
34 15  10788.99 3.82E-03 5.40E-04
34 16  11065.61 2.09E-03 2.73E-04
35  3   4470.29 4.69E-02 7.79E-03
35  4   4509.6  9.60E-02 1.59E-02
35  5   4533.   2.68E-02 4.40E-03
35  7   4852.73 4.41E-02 2.60E-03
35  8   4950.74 3.39E-01 1.84E-02
35  9   5020.23 3.58E-01 1.85E-02
35 11   6829.01 1.05E-02 1.70E-03
35 12   6966.31 4.29E-02 6.70E-03
35 13   7047.99 2.67E-02 4.10E-03
35 15  10682.99 2.40E-03 3.09E-04
35 16  10954.13 6.04E-03 6.90E-04
36  1   4287.39 3.62E-01 1.40E-03
36  2   4359.33 2.68E-01 4.86E-04
36  3   4413.78 1.89E-01 7.98E-04
36  4   4452.1  1.21E-01 7.44E-04
36  5   4474.9  5.88E-02 4.27E-04
36 14  10156.49 1.22E-03 1.34E-03
37  6   4243.97 7.74E-01 2.05E-02
37  7   4346.85 1.80E-01 1.41E-02
37 17  10431.05 4.22E-03 6.97E-03
37 21  19646.85 1.42E-03 2.20E-03
37 28  23933.09 1.91E-02 7.06E-03
37 29  25003.03 8.55E-03 2.12E-03
37 32  35812.25 1.13E-02 2.44E-03
38  1   3874.07 6.81E-03 2.68E-03
38  2   3932.71 1.40E-03 5.27E-04
38  6   4177.2  1.32E-01 1.07E-02
38  7   4276.83 5.61E-01 1.65E-02
38  8   4352.78 2.64E-01 7.67E-03
38 17  10036.73 1.87E-03 3.05E-03
38 18  10594.84 1.14E-03 1.55E-03
38 21  18293.17 1.08E-03 1.89E-03
38 29  22851.07 2.26E-03 7.83E-04
38 30  23669.52 1.31E-02 2.26E-03
38 32  31555.82 1.04E-02 4.49E-03
38 33  33380.2  1.83E-03 1.21E-03
38 37 265500.84 1.35E-03 2.68E-04
39  2   3905.63 4.54E-03 1.76E-03
39  3   3949.27 1.27E-03 4.77E-04
39  6   4146.65 8.72E-03 1.70E-03
39  7   4244.81 2.33E-01 1.22E-02
39  8   4319.62 4.67E-01 6.78E-03
39  9   4372.43 2.36E-01 5.34E-03
39 10   5545.9  5.08E-03 2.97E-03
39 11   5683.57 2.37E-03 1.12E-03
39 30  22721.12 2.18E-03 3.77E-04
39 31  23414.39 1.53E-02 2.57E-03
39 32  29892.36 1.42E-03 3.94E-04
39 33  31524.49 1.79E-02 4.19E-03
39 34  32861.22 1.63E-03 4.08E-04
39 36  37527.36 1.29E-03 3.65E-03
40  3   3937.79 1.36E-03 5.54E-04
40  7   4231.55 2.15E-02 2.33E-03
40  8   4305.89 2.71E-01 1.80E-02
40  9   4358.36 6.18E-01 4.38E-02
40 11   5659.83 2.68E-02 6.72E-02
40 12   5753.81 2.24E-03 9.86E-04
40 18  10321.28 2.25E-03 9.93E-04
40 30  22346.34 1.92E-03 5.40E-03
40 31  23016.59 2.45E-02 4.97E-03
40 33  30807.61 1.76E-03 4.63E-04
40 34  32083.01 1.69E-02 3.96E-03
40 35  33058.42 1.42E-02 3.46E-03
40 36  36515.85 1.46E-03 4.14E-03
40 38 399739.09 1.23E-03 3.49E-03
41  3   3979.78 7.79E-03 2.57E-03
41  7   4280.08 6.30E-03 2.29E-03
41  8   4356.14 2.10E-02 5.93E-03
41  9   4409.85 9.78E-03 2.25E-03
41 11   5746.97 6.78E-01 3.89E-02
41 12   5843.89 2.63E-02 2.13E-03
41 13   5901.26 7.67E-02 3.27E-03
41 15   8252.36 4.27E-03 2.97E-03
41 16   8413.23 1.42E-03 1.61E-03
41 19  13460.79 1.13E-02 4.68E-03
41 20  14487.08 9.84E-03 3.92E-03
41 23  18967.86 1.36E-02 1.45E-02
41 24  22317.54 1.02E-02 1.29E-02
41 25  20167.92 8.11E-02 1.03E-02
41 26  25146.94 2.89E-02 2.93E-03
41 27  29597.47 1.24E-02 1.35E-03
42  4   3834.72 2.47E-03 4.66E-04
42  8   4149.1  1.88E-03 9.25E-04
42  9   4197.8  1.69E-02 4.09E-03
42 12   5477.24 6.57E-01 2.56E-02
42 13   5527.61 1.84E-01 7.50E-03
42 15   7539.65 5.26E-03 2.72E-03
42 16   7673.71 2.12E-03 2.86E-03
42 19  11662.56 2.28E-02 1.03E-02
42 23  15582.29 3.95E-03 8.51E-04
42 24  17773.85 1.82E-02 1.83E-02
42 26  19523.28 6.80E-03 1.03E-03
42 27  22103.7  3.64E-02 4.28E-03
42 41  87301.   4.05E-02 5.73E-03
43  6   4114.47 6.05E-01 1.36E-01
43  7   4211.1  1.81E-01 6.08E-02
43 17   9682.08 1.71E-01 1.98E-01
43 18  10200.43 4.61E-03 2.97E-03
43 21  17148.32 4.06E-02 6.17E-02
43 28  20325.55 4.79E-02 2.85E-02
43 29  21092.08 6.18E-03 6.11E-03
43 30  21787.46 6.80E-03 5.09E-03
43 32  28297.03 1.30E-02 8.10E-03
43 37 134843.73 5.61E-03 3.72E-03
44  1   3793.59 2.39E-03 4.95E-03
44  6   4083.78 7.93E-02 3.87E-02
44  7   4178.96 2.51E-01 2.08E-01
44  8   4251.44 1.77E-01 7.75E-02
44 17   9513.84 1.47E-01 1.14E-01
44 18  10013.88 1.46E-01 1.08E-01
44 21  16627.57 2.61E-03 3.52E-03
44 22  18022.85 2.62E-02 2.00E-02
44 29  20309.72 2.68E-03 3.47E-03
44 30  20953.68 7.96E-03 8.22E-03
44 31  21541.9  1.08E-02 9.44E-03
44 32  26906.5  2.23E-02 1.45E-02
44 33  28221.68 1.07E-02 1.13E-02
44 38 182619.3  1.41E-03 1.59E-03
45  6   3929.34 1.05E-02 3.81E-03
45  7   4017.38 1.32E-02 7.24E-03
45  8   4084.32 3.29E-02 1.28E-02
45  9   4131.5  1.02E-02 5.20E-03
45 10   5163.95 5.73E-01 2.95E-02
45 11   5283.11 1.59E-01 7.92E-03
45 15   7328.43 3.18E-03 1.66E-03
45 17   8715.8  1.29E-01 2.82E-02
45 18   9133.62 2.03E-02 4.57E-03
45 19  11164.79 1.67E-02 3.68E-03
45 23  14706.27 4.35E-03 9.24E-04
45 30  17437.25 1.03E-02 3.40E-03
45 31  17842.69 2.46E-03 9.90E-04
45 32  21372.12 5.01E-03 1.33E-03
45 38  66224.92 6.90E-03 2.97E-03
46  7   3968.66 8.27E-03 3.59E-03
46  8   4033.97 3.32E-02 1.68E-02
46  9   4079.99 9.03E-02 3.81E-02
46 10   5083.73 4.81E-02 4.34E-03
46 11   5199.17 3.48E-01 3.18E-02
46 12   5278.37 2.01E-01 1.85E-02
46 15   7167.91 1.53E-03 1.36E-03
46 17   8489.69 1.80E-02 5.29E-03
46 18   8885.62 1.79E-01 3.68E-02
46 19  10796.45 1.97E-02 5.05E-03
46 20  11446.86 2.09E-02 4.53E-03
46 23  14073.81 2.06E-03 1.76E-03
46 24  15837.58 2.09E-03 1.35E-03
46 31  16920.16 2.61E-03 2.41E-03
46 33  20784.11 1.47E-03 1.17E-03
46 34  21356.88 4.04E-03 1.90E-03
46 39  61004.26 9.39E-03 3.68E-03
46 40  63880.8  7.44E-03 3.02E-03
47  6   3505.8  1.62E-02 7.24E-03
47  7   3575.72 1.11E-02 3.26E-03
47  8   3628.65 4.79E-03 1.83E-03
47 10   4456.42 1.05E-03 8.05E-04
47 14   5910.58 1.91E-03 1.28E-03
47 17   6873.84 4.15E-01 6.12E-02
47 18   7131.12 4.37E-02 6.17E-03
47 21   9949.26 1.22E-01 5.40E-02
47 22  10432.54 2.38E-02 2.53E-02
47 23  10127.31 3.18E-02 5.54E-03
47 29  11159.92 5.89E-02 1.65E-02
47 30  11351.62 1.40E-02 4.60E-03
47 32  12897.47 5.78E-02 1.18E-02
47 33  13192.16 2.06E-02 4.57E-03
47 37  20156.77 1.71E-02 3.14E-02
47 38  21812.8  1.27E-02 4.05E-03
47 39  22685.43 2.36E-03 1.68E-03
47 43  23699.42 3.61E-02 2.36E-02
47 44  24771.62 5.83E-02 1.92E-02
47 45  32526.05 2.23E-02 5.65E-03
47 46  36115.62 3.41E-03 9.64E-03
48  6   3460.18 5.03E-03 6.78E-03
48  7   3528.27 9.39E-03 2.75E-03
48  8   3579.8  8.12E-03 2.75E-03
48  9   3615.99 1.81E-03 2.14E-03
48 10   4382.97 1.74E-02 1.31E-02
48 11   4468.51 6.96E-03 4.17E-03
48 17   6700.64 7.74E-02 7.47E-02
48 18   6944.88 3.96E-01 5.54E-02
48 21   9590.45 8.30E-03 3.35E-03
48 22  10038.7  1.16E-01 4.48E-02
48 23   9755.78 1.25E-03 1.82E-03
48 24  10571.9  3.02E-02 4.82E-03
48 30  10886.89 5.86E-02 1.62E-02
48 31  11043.56 4.26E-02 1.13E-02
48 32  12300.87 1.90E-03 1.60E-03
48 33  12568.65 2.18E-02 4.66E-03
48 34  12775.85 1.98E-02 4.15E-03
48 38  20159.21 7.12E-03 1.01E-02
48 39  20902.3  1.28E-02 5.34E-03
48 40  21229.86 2.02E-02 6.76E-03
48 44  22660.72 4.37E-02 1.66E-02
48 45  28981.27 6.94E-02 1.76E-02
48 46  31797.2  2.05E-02 6.77E-03
48 47 265925.28 1.99E-03 1.26E-03
49  4   3277.55 8.86E-02 1.50E-02
49  5   3289.89 3.56E-02 5.73E-03
49  7   3455.11 2.71E-01 1.21E-02
49  8   3504.51 1.47E-01 5.24E-03
49  9   3539.19 2.80E-01 9.94E-03
49 11   4351.81 1.03E-02 1.58E-03
49 13   4439.71 4.94E-03 1.19E-03
49 14   5588.15 4.62E-02 4.18E-03
49 15   5650.94 5.14E-02 1.86E-03
49 16   5725.91 2.51E-02 2.03E-03
49 20   8012.12 1.13E-03 9.59E-04
49 25   9490.59 9.90E-03 1.41E-03
49 26  10465.72 2.13E-02 2.85E-03
49 35  11997.   1.65E-03 8.93E-04
49 42  22558.59 4.86E-03 2.02E-03
50  4   3277.12 2.32E-02 4.21E-03
50  5   3289.46 1.23E-01 2.01E-02
50  8   3504.02 3.87E-01 1.56E-02
50  9   3538.69 2.91E-01 1.04E-02
50 11   4351.05 1.01E-03 1.14E-03
50 12   4406.38 3.85E-03 2.19E-03
50 14   5586.9  1.25E-02 1.26E-03
50 15   5649.66 1.02E-01 8.09E-03
50 16   5724.6  4.40E-03 3.29E-03
50 19   7685.58 1.23E-03 1.84E-04
50 26  10461.33 1.78E-02 2.59E-03
50 27  11159.4  2.60E-02 4.52E-03
50 35  11991.22 2.66E-03 1.21E-03
50 42  22538.19 1.73E-03 7.10E-04
51  2   3224.55 1.92E-02 2.87E-03
51  3   3254.24 6.61E-02 1.17E-02
51  4   3275.02 3.22E-02 5.26E-03
51  6   3387.09 1.51E-01 7.13E-03
51  7   3452.31 2.65E-01 8.94E-03
51  8   3501.63 2.42E-01 7.58E-03
51  9   3536.25 4.65E-02 1.75E-03
51 10   4266.35 1.36E-02 1.91E-03
51 12   4402.6  9.10E-03 1.35E-03
51 14   5580.82 8.17E-02 5.04E-03
51 15   5643.44 2.39E-03 5.99E-04
51 16   5718.22 4.17E-02 3.17E-03
51 25   9469.46 1.51E-02 2.63E-03
51 26  10440.03 3.82E-03 8.52E-04
51 34  11833.06 1.99E-03 9.12E-04
51 41  17851.15 4.53E-03 1.32E-03
52  1   3175.38 1.15E-01 1.87E-02
52  2   3214.67 3.56E-02 6.44E-03
52  3   3244.18 1.53E-02 2.45E-03
52  6   3376.2  4.81E-01 1.96E-02
52  7   3440.99 1.62E-01 6.04E-03
52  8   3489.98 2.34E-02 1.07E-03
52  9   3524.38 1.06E-03 6.41E-05
52 10   4249.08 2.26E-03 1.89E-03
52 11   4329.43 9.28E-03 1.34E-03
52 14   5551.31 8.02E-02 7.00E-03
52 15   5613.27 4.27E-02 3.43E-03
52 23   9116.41 1.33E-03 1.38E-03
52 25   9384.81 2.28E-02 3.65E-03
52 32  11301.49 4.31E-03 1.55E-03
52 33  11527.12 1.52E-03 5.25E-04
