 1  2 3.235E+00 3.055E+00 2.854E+00 2.625E+00 2.470E+00  20.
 1  3 4.503E-01 4.383E-01 4.195E-01 3.941E-01 3.747E-01  20.
 1  4 1.791E-01 1.797E-01 1.779E-01 1.739E-01 1.699E-01  20.
 1  5 8.439E-02 8.550E-02 8.566E-02 8.501E-02 8.387E-02  20.
 1  6 1.990E+00 1.924E+00 1.835E+00 1.714E+00 1.616E+00   6.19
 1  7 7.298E-01 7.084E-01 6.782E-01 6.350E-01 5.981E-01   8.88
 1  8 1.566E-01 1.503E-01 1.421E-01 1.305E-01 1.213E-01  18.80
 1  9 2.693E-02 2.481E-02 2.246E-02 1.964E-02 1.742E-02  52.40
 1 10 4.623E+00 4.466E+00 4.256E+00 3.964E+00 3.723E+00  46.96
 1 11 1.432E-01 1.308E-01 1.170E-01 1.011E-01 9.022E-02  23.96
 1 12 4.704E-02 4.541E-02 4.274E-02 3.898E-02 3.626E-02  35.83
 1 13 2.096E-02 2.038E-02 1.943E-02 1.802E-02 1.699E-02  32.84
 1 14 7.122E-01 6.964E-01 6.745E-01 6.445E-01 6.198E-01   4.74
 1 15 4.258E-01 4.173E-01 4.062E-01 3.906E-01 3.772E-01   3.44
 1 16 6.312E-03 6.006E-03 5.455E-03 4.628E-03 4.039E-03  20.84
 1 17 5.275E-02 4.332E-02 3.423E-02 2.537E-02 2.024E-02  62.59
 1 18 1.921E-02 1.599E-02 1.278E-02 9.538E-03 7.603E-03  71.64
 1 19 1.003E-02 8.980E-03 8.048E-03 7.161E-03 6.608E-03  57.95
 1 20 5.940E-04 4.738E-04 3.695E-04 2.754E-04 2.217E-04 232.00
 1 21 6.523E-03 5.203E-03 4.081E-03 3.091E-03 2.669E-03 114.95
 1 22 2.831E-03 2.278E-03 1.793E-03 1.382E-03 1.164E-03 123.47
 1 23 3.930E-03 3.645E-03 3.263E-03 2.790E-03 2.423E-03 111.37
 1 24 9.823E-04 9.122E-04 8.140E-04 6.983E-04 6.123E-04 137.99
 1 25 1.402E-01 1.413E-01 1.441E-01 1.498E-01 1.553E-01  56.10
 1 26 3.411E-02 3.440E-02 3.487E-02 3.576E-02 3.661E-02  59.70
 1 27 1.042E-03 1.020E-03 9.638E-04 8.850E-04 8.351E-04 177.74
 1 28 3.124E-01 3.160E-01 3.259E-01 3.485E-01 3.713E-01  25.83
 1 29 1.657E-01 1.694E-01 1.766E-01 1.905E-01 2.042E-01  32.39
 1 30 6.490E-02 6.483E-02 6.597E-02 6.936E-02 7.328E-02  38.41
 1 31 1.689E-02 1.589E-02 1.510E-02 1.473E-02 1.488E-02 202.93
 1 32 2.302E-01 2.358E-01 2.444E-01 2.590E-01 2.726E-01  53.00
 1 33 1.232E-01 1.269E-01 1.314E-01 1.388E-01 1.458E-01  71.31
 1 34 6.153E-02 6.366E-02 6.633E-02 7.051E-02 7.449E-02  92.85
 1 35 1.783E-02 1.860E-02 1.959E-02 2.112E-02 2.244E-02  59.87
 1 36 7.207E-01 7.305E-01 7.433E-01 7.597E-01 7.699E-01  80.28
 1 37 2.674E-01 2.746E-01 2.863E-01 3.059E-01 3.235E-01  38.84
 1 38 1.099E-01 1.117E-01 1.156E-01 1.230E-01 1.301E-01  55.45
 1 39 3.024E-02 3.074E-02 3.146E-02 3.290E-02 3.444E-02  63.06
 1 40 5.460E-03 5.450E-03 5.407E-03 5.423E-03 5.490E-03  33.79
 1 41 4.654E-04 4.309E-04 3.919E-04 3.551E-04 3.328E-04  64.41
 1 42 3.165E-04 3.085E-04 3.076E-04 3.188E-04 3.320E-04  71.91
 1 43 1.172E-02 1.208E-02 1.262E-02 1.349E-02 1.426E-02  76.91
 1 44 1.213E-03 1.257E-03 1.315E-03 1.412E-03 1.500E-03 110.34
 1 45 1.042E-03 9.698E-04 8.770E-04 7.749E-04 7.100E-04  74.62
 1 46 4.158E-04 3.747E-04 3.216E-04 2.660E-04 2.342E-04  85.60
 1 47 8.726E-04 7.015E-04 5.673E-04 4.685E-04 4.202E-04  96.24
 1 48 3.184E-04 2.410E-04 1.805E-04 1.339E-04 1.118E-04 106.87
 1 49 3.786E-02 3.958E-02 4.216E-02 4.618E-02 4.950E-02  63.09
 1 50 1.798E-02 1.892E-02 2.033E-02 2.252E-02 2.433E-02  63.01
 1 51 9.158E-02 9.487E-02 9.974E-02 1.073E-01 1.135E-01  61.63
 1 52 1.628E-01 1.681E-01 1.758E-01 1.879E-01 1.977E-01  94.85
 1 53 2.079E-05 1.985E-05 1.895E-05 1.818E-05 1.780E-05 114.66
 1 54 1.222E-04 1.149E-04 1.078E-04 1.021E-04 9.835E-05  95.85
 1 55 1.223E-04 1.272E-04 1.350E-04 1.480E-04 1.592E-04  80.84
 1 56 1.695E-05 1.750E-05 1.847E-05 2.015E-05 2.162E-05 197.66
 1 57 4.187E-04 4.323E-04 4.528E-04 4.854E-04 5.137E-04  90.26
 1 58 8.529E-05 8.818E-05 9.247E-05 9.936E-05 1.052E-04 102.22
 1 59 2.183E-05 2.254E-05 2.369E-05 2.573E-05 2.746E-05 117.62
 1 60 6.953E-05 6.811E-05 6.748E-05 6.856E-05 7.018E-05 115.35
 1 61 4.927E-05 4.923E-05 5.036E-05 5.340E-05 5.606E-05 106.79
 1 62 5.514E-04 5.702E-04 5.985E-04 6.415E-04 6.732E-04  67.95
 1 63 6.602E-05 6.860E-05 7.248E-05 7.841E-05 8.287E-05  86.31
 2  3 3.488E+00 3.300E+00 3.096E+00 2.869E+00 2.716E+00  19.60
 2  4 3.804E-01 3.679E-01 3.494E-01 3.259E-01 3.085E-01   7.43
 2  5 8.192E-02 7.933E-02 7.547E-02 7.059E-02 6.662E-02  14.42
 2  6 1.020E+00 9.487E-01 8.746E-01 7.906E-01 7.311E-01   5.96
 2  7 8.252E-01 7.799E-01 7.289E-01 6.683E-01 6.233E-01   8.03
 2  8 6.233E-01 5.995E-01 5.694E-01 5.304E-01 4.998E-01   6.93
 2  9 1.675E-01 1.581E-01 1.473E-01 1.342E-01 1.242E-01  10.31
 2 10 1.057E+00 1.013E+00 9.588E-01 8.851E-01 8.266E-01  38.39
 2 11 2.843E+00 2.732E+00 2.596E+00 2.414E+00 2.267E+00  49.94
 2 12 7.924E-02 7.463E-02 6.848E-02 6.023E-02 5.416E-02  29.44
 2 13 2.295E-02 2.168E-02 1.987E-02 1.746E-02 1.571E-02  38.93
 2 14 5.590E-01 5.438E-01 5.249E-01 4.999E-01 4.799E-01   7.02
 2 15 1.157E-01 1.111E-01 1.056E-01 9.874E-02 9.370E-02  23.98
 2 16 2.567E-01 2.527E-01 2.467E-01 2.376E-01 2.296E-01   3.89
 2 17 3.659E-02 3.035E-02 2.418E-02 1.810E-02 1.443E-02  62.71
 2 18 2.345E-02 2.001E-02 1.628E-02 1.235E-02 1.005E-02  60.86
 2 19 7.995E-03 6.533E-03 5.270E-03 4.115E-03 3.480E-03  67.25
 2 20 3.457E-03 2.982E-03 2.567E-03 2.172E-03 1.954E-03 181.85
 2 21 3.075E-03 2.474E-03 1.952E-03 1.491E-03 1.272E-03 114.44
 2 22 2.913E-03 2.314E-03 1.788E-03 1.337E-03 1.090E-03 116.76
 2 23 3.832E-03 3.305E-03 2.783E-03 2.241E-03 1.879E-03 104.34
 2 24 1.596E-03 1.487E-03 1.307E-03 1.074E-03 9.008E-04 114.06
 2 25 8.139E-02 8.110E-02 8.166E-02 8.358E-02 8.570E-02  50.98
 2 26 4.295E-02 4.342E-02 4.453E-02 4.666E-02 4.872E-02  22.92
 2 27 1.917E-02 1.935E-02 1.967E-02 2.029E-02 2.087E-02  65.57
 2 28 1.267E-01 1.305E-01 1.373E-01 1.500E-01 1.619E-01  27.61
 2 29 1.043E-01 1.052E-01 1.081E-01 1.148E-01 1.220E-01  29.36
 2 30 1.177E-01 1.200E-01 1.247E-01 1.341E-01 1.436E-01  32.00
 2 31 5.631E-02 5.669E-02 5.820E-02 6.183E-02 6.568E-02 105.83
 2 32 1.266E-01 1.297E-01 1.348E-01 1.435E-01 1.517E-01  60.52
 2 33 1.130E-01 1.151E-01 1.182E-01 1.240E-01 1.295E-01  66.22
 2 34 6.107E-02 6.171E-02 6.261E-02 6.453E-02 6.683E-02  85.61
 2 35 4.913E-02 5.075E-02 5.300E-02 5.667E-02 6.002E-02  63.63
 2 36 5.839E-01 5.915E-01 6.013E-01 6.136E-01 6.210E-01  75.73
