 Malec Catalogue 2010 see vizier.
  181  L     12 R       5   974.886485  0.000086 2a   0.0142339000   9.6e+08   0.03396998
  182  L     12 R       6   979.761320  0.000960 3    0.0135200000   9.6e+08   0.02940565
  183  L     13 P       1   955.708153  0.000009 1    0.0042275800   9.4e+08   0.04771815
  184  L     13 P       2   957.652228  0.000009 1    0.0048077600   9.4e+08   0.04577359
  185  L     13 P       3   960.450567  0.000005 1    0.0049321900   9.4e+08   0.04297335
  186  L     13 P       4   964.090790  0.000020 1    0.0049854600   9.4e+08   0.03935778
  187  L     13 P       5   968.556580  0.000007 1    0.0050963800   9.3e+08   0.03497826
  188  L     13 P       6   973.828541  0.000020 1    0.0053630200   9.3e+08   0.02989496
  189  L     13 P       7   989.319870  0.000980 3    0.0059595400   9.3e+08   0.02417375
  190  L     13 R       0   954.413268  0.000009 1    0.0141587000   9.4e+08   0.04894292
  191  L     13 R       1   955.065759  0.000005 1    0.0098800900   9.4e+08   0.04820903
  192  L     13 R       2   956.579917  0.000018 1    0.0092109800   9.4e+08   0.04659168
  193  L     13 R       3   958.946624  0.000007 1    0.0089671500   9.3e+08   0.04411846
  194  L     13 R       4   962.152730  0.000060 1    0.0087510500   9.3e+08   0.04082942
  195  L     13 R       5   966.178710  0.000940 3    0.0083243600   9.3e+08   0.03677543
  196  L     13 R       6   970.997620  0.000950 3    0.0071142100   9.2e+08   0.03201589
  197  L     14 P       1   947.514033  0.000099 2a   0.0035223500   9.0e+08   0.04972156
  198  L     14 P       2   949.352458  0.000100 2b   0.0092825800   9.7e+08   0.03930819
  199  L     14 P       3   952.274166  0.000100 2b   0.0006578050   9.3e+08   0.04104973
  200  L     14 P       4   955.854830  0.000061 2b   0.0016907200   9.1e+08   0.03998528
  201  L     14 P       5   960.265640  0.000930 3    0.0022440400   9.0e+08   0.03624932
  202  L     14 P       6   965.481390  0.000940 3    0.0026144600   8.9e+08   0.03144234
  203  L     14 P       7   980.758370  0.000970 3    0.0029295100   8.9e+08   0.02588968
  204  L     14 R       0   946.169306  0.000099 2a   0.0013395800   9.7e+08   0.04247182
  205  L     14 R       1   946.980395  0.000099 2a   0.0196578000   9.3e+08   0.04625180
  206  L     14 R       2   948.471250  0.000060 2a   0.0129431000   9.1e+08   0.04715304
  207  L     14 R       3   950.818690  0.000910 3    0.0109208000   9.0e+08   0.04529959
  208  L     14 R       4   954.003910  0.000920 3    0.0100543000   8.9e+08   0.04226582
  209  L     14 R       5   958.011400  0.000920 3    0.0096167900   8.9e+08   0.03836088
  210  L     14 R       6   962.821290  0.000930 3    0.0093585900   8.8e+08   0.03368526
  211  L     15 P       1   939.706716  0.000098 2a   0.0029138200   8.7e+08   0.05146650
  212  L     15 P       2   941.599214  0.000098 2b   0.0033679200   8.7e+08   0.04954168
  213  L     15 P       3   944.330460  0.000060 2a   0.0035246900   8.7e+08   0.04676022
  214  L     15 P       4   947.887847  0.000061 2b   0.0036542900   8.6e+08   0.04316527
  215  L     15 P       5   952.254963  0.000062 2b   0.0038785100   8.6e+08   0.03881266
  216  L     15 P       6   957.410209  0.000063 2b   0.0043534800   8.6e+08   0.03376881
  217  L     15 P       7   972.440610  0.000950 3    0.0055813400   8.6e+08   0.02810778
  218  L     15 R       0   938.467757  0.000097 2a   0.0095106300   8.7e+08   0.05264552
  219  L     15 R       1   939.124212  0.000098 2a   0.0065582000   8.7e+08   0.05188763
  220  L     15 R       2   940.626370  0.000060 2a   0.0060279200   8.6e+08   0.05024936
  221  L     15 R       3   942.964220  0.000060 2a   0.0057382200   8.6e+08   0.04776314
  222  L     15 R       4   946.122710  0.000060 2a   0.0053339900   8.6e+08   0.04447549
  223  L     15 R       5   950.073440  0.000910 3    0.0043676200   8.6e+08   0.04044555
  224  L     15 R       6   954.702120  0.000920 3    0.0011429300   9.0e+08   0.03574293
  225  L     16 P       1   932.266208  0.000096 2a   0.0023983600   8.4e+08   0.05296626
  226  L     16 P       2   934.144795  0.000097 2b   0.0022394300   8.4e+08   0.05084687
  227  L     16 P       3   936.857092  0.000097 2b   0.0020498900   8.4e+08   0.04791941
  228  L     16 P       4   940.387542  0.000098 2b   0.0019932300   8.3e+08   0.04428935
  229  L     16 P       5   944.720520  0.000900 3    0.0020318500   8.3e+08   0.03996189
  230  L     16 P       6   949.839960  0.000910 3    0.0021355900   8.3e+08   0.03495694
  231  L     16 P       7   964.704610  0.000940 3    0.0023059500   8.2e+08   0.02937510
  232  L     16 R       0   931.062642  0.000096 2a   0.0106711000   8.4e+08   0.05392193
  233  L     16 R       1   931.732882  0.000096 2a   0.0075312700   8.4e+08   0.05300015
  234  L     16 R       2   933.240091  0.000096 2a   0.0068860000   8.3e+08   0.05130933
  235  L     16 R       3   935.575500  0.000880 3    0.0065715300   8.3e+08   0.04883117
  236  L     16 R       4   938.729210  0.000890 3    0.0063780000   8.3e+08   0.04556605
  237  L     16 R       5   942.687870  0.000890 3    0.0062381800   8.2e+08   0.04159919
  238  L     16 R       6   947.433780  0.000900 3    0.0060929800   8.2e+08   0.03696031
  239  L     17 P       1   925.174530  0.000095 2a   0.0019672000   8.0e+08   0.05424593
  240  L     17 P       2   927.020019  0.000095 2b   0.0023275400   8.0e+08   0.05233481
  241  L     17 P       3   929.689572  0.000096 2b   0.0025082700   8.0e+08   0.04956415
  242  L     17 P       4   933.170500  0.000880 3    0.0027111000   8.0e+08   0.04598242
  243  L     17 P       5   937.442750  0.000880 3    0.0030829300   8.0e+08   0.04165374
  244  L     17 P       6   942.477360  0.000890 3    0.0040069100   8.1e+08   0.03665595
  245  L     17 P       7   956.993730  0.000920 3    0.0076999900   8.6e+08   0.03107800
  246  L     17 R       0   923.984626  0.000094 2a   0.0061667100   8.0e+08   0.05538162
  247  L     17 R       1   924.643257  0.000095 2a   0.0041614400   8.0e+08   0.05459732
  248  L     17 R       2   926.131930  0.000860 3    0.0037013000   8.0e+08   0.05293621
  249  L     17 R       3   928.437420  0.000870 3    0.0033031200   8.0e+08   0.05043924
  250  L     17 R       4   931.537200  0.000870 3    0.0025297600   8.1e+08   0.04716450
  251  L     17 R       5   935.323580  0.000880 3    0.0004555460   8.6e+08   0.04318584
  252  L     17 R       6   940.491580  0.000890 3    0.0099348000   8.3e+08   0.03859103
  253  L     18 P       1   918.413305  0.000093 2a   0.0016097700   7.8e+08   0.05535517
  254  L     18 P       2   920.243231  0.000094 2b   0.0016834700   7.8e+08   0.05345167
