obs_wl_vac(A)	Aki(s^-1)	fik	Acc	Ei(cm-1)	Ek(cm-1)		
2659.37945	5.8e+07	1.2e-01	D	11961.7464	49564.5038		
2861.77145	6.9e+07	1.7e-01	D	11961.7464	46905.1373		
2868.48893	1.1e+08	1.4e-01	D	11961.7464	46823.3062		
