obs_wl_vac(A)	Aki(s^-1)	fik	Acc	Ei(cm-1)	Ek(cm-1)		
2857.60098	4.3e+07	7.9e-02	D	19631.2058	54625.5946		
2867.93569	1.1e+08	1.4e-01	D	19631.2058	54499.4907		
2874.65781	8.8e+07	5.5e-02	D	19631.2058	54417.9549		
3121.27398	1.5e+08	3.3e-01	D	19631.2058	51669.4060		
3129.60697	8.1e+07	1.2e-01	D	19631.2058	51584.1004		
