obs_wl_vac(A)	Aki(s^-1)	fik	Acc	Ei(cm-1)	Ek(cm-1)		
1023.55	5.e+08	1.0e-01	E	9472.993	107173.3		
1027.99	4.e+08	7.e-02	E	9472.993	106749.9		
1250.681	2.e+08	5.e-02	E	9472.993	89429.38		
1678.63	1.1e+06	4.6e-04	D+	9472.993	69044.91		
2933.912	2.04e+08	1.580e-01	A+	9472.993	43557.175		
2940.168	1.98e+08	2.57e-01	A+	9472.993	43484.664		
2950.067	1.96e+08	3.58e-01	A+	9472.993	43370.537		
3439.957	6.4e+05	1.59e-03	C+	9472.993	38543.122		
3461.017	2.92e+05	5.24e-04	A	9472.993	38366.232		
