obs_wl_vac(A)	Aki(s^-1)	fik	Acc	Ei(cm-1)	Ek(cm-1)		
3232.199	5.1015e+05	2.3970e-03	AAA	[166277.440141]	[197216.0895622]		
3259.215	6.9627e+05	3.3265e-03	AAA	[166277.440141]	[196959.6928160]		
3614.674	3.8022e+06	2.2343e-02	AAA	[166277.440141]	[193942.462294]		
3965.8509	6.9507e+06	4.9168e-02	AAA	[166277.440141]	[191492.711909]		
5017.0772	1.3372e+07	1.5138e-01	AAA	[166277.440141]	[186209.364940]		
20586.92	1.9746e+06	3.7639e-01	AAA	[166277.440141]	[171134.896946]		
