obs_wl_vac(A)	Aki(s^-1)	fik	Acc	Ei(cm-1)	Ek(cm-1)		
2654.37046	3.5e+07	5.5e-02	D	12032.5447	49706.2607		
2669.50230	1.4e+08	7.5e-02	D	12032.5447	49492.7111		
2867.58148	1.2e+08	1.5e-01	D	12032.5447	46905.1373		
